,criterion__reachable_service_fraction,criterion__services_within_120_fraction,criterion__nearest_reachable_service_time_min,criterion__median_reachable_service_time_min,criterion__health_specialized_absence,criterion__creas_absence,criterion__specialized_security_absence,criterion__specialized_justice_absence,criterion__rural_female_share
criterion__reachable_service_fraction,1.0,0.4814411918254788,0.1830285425293414,0.47717346995470383,-0.004289941886773086,0.1909173676894381,0.060329689332626515,0.013538865339335612,-0.2656376725634696
criterion__services_within_120_fraction,0.4814411918254788,1.0,-0.1337630265914937,-0.19361431669357232,0.0196256591221014,-0.055394555791022204,-0.0791279735731795,-0.16416404318036867,-0.17324390640648984
criterion__nearest_reachable_service_time_min,0.1830285425293414,-0.1337630265914937,1.0,0.4739403788699563,0.06155074064467343,0.4454958348607087,0.21979113160480238,0.11435689226837535,0.2703962703962704
criterion__median_reachable_service_time_min,0.47717346995470383,-0.19361431669357232,0.4739403788699563,1.0,-0.07894551517468984,0.2510333672627803,-0.02393281210807848,0.06178961114500926,-0.12583719097803606
criterion__health_specialized_absence,-0.004289941886773086,0.0196256591221014,0.06155074064467343,-0.07894551517468984,1.0,0.14438848247016298,0.29305136073239385,0.11335788048642913,0.11445439665297415
criterion__creas_absence,0.1909173676894381,-0.055394555791022204,0.4454958348607087,0.2510333672627803,0.14438848247016298,1.0,0.12651446507974956,0.059746659766775546,0.06325007100306274
criterion__specialized_security_absence,0.060329689332626515,-0.0791279735731795,0.21979113160480238,-0.02393281210807848,0.29305136073239385,0.12651446507974956,1.0,0.47225160956190815,0.42558731129335053
criterion__specialized_justice_absence,0.013538865339335612,-0.16416404318036867,0.11435689226837535,0.06178961114500926,0.11335788048642913,0.059746659766775546,0.47225160956190815,1.0,0.27603972105399055
criterion__rural_female_share,-0.2656376725634696,-0.17324390640648984,0.2703962703962704,-0.12583719097803606,0.11445439665297415,0.06325007100306274,0.42558731129335053,0.27603972105399055,1.0
