municipality_code,municipality_name,reference_year,reference_date,source,accessibility_coverage_status,criterion__reachable_service_fraction,criterion__services_within_120_fraction,criterion__nearest_reachable_service_time_min,criterion__median_reachable_service_time_min,diagnostic__health_specialized_unit_count,diagnostic__creas_unit_count,diagnostic__specialized_security_unit_count,diagnostic__specialized_justice_unit_count,diagnostic__health_specialized_present,criterion__health_specialized_absence,diagnostic__creas_present,criterion__creas_absence,diagnostic__specialized_security_present,criterion__specialized_security_absence,diagnostic__specialized_justice_present,criterion__specialized_justice_absence,diagnostic__institutional_pillars_present,diagnostic__institutional_pillar_deficit_fraction,institutional_reference_window,institutional_source_role,diagnostic__census_sector_count,diagnostic__female_population_observed,diagnostic__female_rural_observed,diagnostic__female_urban_observed,diagnostic__female_population_unavailable_sector_count,diagnostic__female_age_covered,diagnostic__female_15_29,diagnostic__female_30_59,diagnostic__female_60_plus,diagnostic__age_complete_sector_count,criterion__rural_female_share,diagnostic__age_female_coverage_fraction,diagnostic__female_15_29_share_age_covered,diagnostic__female_30_59_share_age_covered,diagnostic__female_60_plus_share_age_covered
1506583,Santa Maria das Barreiras,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.0213911472448057,70.10899176209234,694.3612261909343,0,0,0,0,0,1,0,1,0,1,0,1,0,1.0,2026-08-19/2026-08-20,non_transport_response_system_presence,52,7755.0,3717.0,4038.0,4,6582.0,1651.0,2558.0,609.0,26,0.4793036750483559,0.8487427466150871,0.250835612275904,0.38863567304770585,0.09252506836827712
1506609,Santa Maria do Pará,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6357205287883753,0.3285141483666557,4.91038727088917,103.16478488772884,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,60,12477.0,3635.0,8842.0,0,11931.0,2888.0,5050.0,1490.0,49,0.29133605834735915,0.9562394806443857,0.24205850305925738,0.42326711926913085,0.1248847540021792
1506708,Santana do Araguaia,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333334,0.0088888888888888,11.899856770861598,755.8674202580995,1,1,0,0,1,0,1,0,0,1,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,90,15739.0,2942.0,12797.0,3,13022.0,3418.0,4901.0,1263.0,53,0.1869242010292903,0.8273714975538471,0.26247888189218244,0.376363077868223,0.0969897097220089
1506807,Santarém,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.1077711492940133,0.0291198436953903,10.995414165816204,233.0266794536628,2,1,1,1,1,0,1,0,1,0,1,0,4,0.0,2026-08-19/2026-08-20,non_transport_response_system_presence,689,168525.0,32182.0,136343.0,29,160432.0,43048.0,60875.0,18118.0,475,0.19096276516837266,0.9519774514167038,0.26832552109304875,0.3794442505235863,0.112932582028523
1506906,Santarém Novo,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333332,0.1995025550581106,7.308988774959136,148.7493497648759,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,20,2911.0,1971.0,940.0,0,2695.0,698.0,1028.0,380.0,15,0.6770869117141876,0.9257986946066644,0.25899814471243043,0.38144712430426714,0.14100185528756956
1507003,Santo Antônio do Tauá,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.2644644943205826,8.356512142778236,136.88016575355303,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,60,13701.0,4426.0,9275.0,0,13486.0,3250.0,5391.0,1711.0,55,0.3230421137143274,0.9843077147653456,0.2409906569776064,0.39974788669731576,0.12687231202728755
1507102,São Caetano de Odivelas,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6346856948691811,0.1619079170914033,6.817076175319387,169.08564748621458,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,54,8165.0,3533.0,4632.0,7,7198.0,1673.0,2856.0,1068.0,28,0.43270055113288425,0.8815676668707899,0.2324256737982773,0.39677688246735204,0.14837454848569048
1507151,São Domingos do Araguaia,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333334,0.061433177327093,4.951048411749194,414.3012508981592,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,40,10370.0,2877.0,7493.0,1,10035.0,2548.0,3809.0,1223.0,33,0.27743490838958534,0.967695274831244,0.2539113104135526,0.37957149975087195,0.12187344294967613
1507201,São Domingos do Capim,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333332,0.1651705573216025,37.3686114831708,165.50970203313747,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,58,14580.0,9903.0,4677.0,1,13898.0,3771.0,4709.0,1407.0,46,0.6792181069958848,0.9532235939643348,0.2713340048927903,0.33882573032090946,0.10123758814217873
1507300,São Félix do Xingu,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6117827268925136,0.0159405060644081,40.85996308390752,731.127496824219,0,1,1,0,0,1,1,0,1,0,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,225,30518.0,11398.0,19120.0,12,23998.0,6360.0,9621.0,1772.0,91,0.37348450095025887,0.7863555934202766,0.26502208517376447,0.4009084090340862,0.07383948662388533
1507409,São Francisco do Pará,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6104301075268818,0.3002201740911418,6.056518187848675,125.19172357621764,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,29,7348.0,3513.0,3835.0,0,7106.0,1656.0,2898.0,1017.0,26,0.4780892759934676,0.9670658682634731,0.23304249929636928,0.4078243737686462,0.14311849141570504
1507458,São Geraldo do Araguaia,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6268557314060927,0.0306317405137275,10.529902795104748,486.4427020421719,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,60,12013.0,3327.0,8686.0,0,11046.0,2834.0,4143.0,1214.0,44,0.27694997086489637,0.9195038708066261,0.2565634618866558,0.3750678978815861,0.10990403766069165
1507466,São João da Ponta,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.5877061469265368,0.1948514631573102,6.814130963655722,155.67480424622224,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,19,2143.0,1698.0,445.0,0,1951.0,419.0,741.0,316.0,15,0.7923471768548763,0.9104059729351377,0.21476166068682725,0.3798052280881599,0.1619682214249103
1507474,São João de Pirabas,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333332,0.1703666539972127,5.978056931322633,163.64654356401368,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,40,10031.0,3576.0,6455.0,0,9872.0,2377.0,3758.0,1395.0,37,0.35649486591566143,0.984149137673213,0.24078200972447325,0.38067260940032416,0.14130875202593193
1507508,São João do Araguaia,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333332,0.060726755076047,16.42916819451566,403.5719147368004,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,40,6374.0,3716.0,2658.0,0,5743.0,1350.0,2111.0,711.0,27,0.5829934107310951,0.9010040790712268,0.2350687793835974,0.3675779209472401,0.1238028904753613
1507607,São Miguel do Guamá,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.3228071758798416,9.225282409028022,121.21558058102724,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,114,26705.0,7198.0,19507.0,2,24370.0,6491.0,9167.0,2753.0,82,0.2695375397865568,0.9125631904137802,0.26635207221994256,0.3761592121460812,0.11296676241280262
1507706,São Sebastião da Boa Vista,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.0044444444444444,0.0044444444444444,1.168091472984722,1.168091472984722,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,49,12314.0,6757.0,5557.0,0,11852.0,3458.0,3943.0,1012.0,32,0.5487250284229332,0.9624817281143414,0.29176510293621327,0.33268646641916977,0.08538643266959163
1507755,Sapucaia,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.0631438385241789,28.007530665842307,506.9081757249392,0,0,0,0,0,1,0,1,0,1,0,1,0,1.0,2026-08-19/2026-08-20,non_transport_response_system_presence,11,2879.0,476.0,2403.0,0,2703.0,778.0,980.0,231.0,8,0.16533518582841264,0.9388676623827718,0.2878283388827229,0.36256011838697744,0.08546059933407325
1507805,Senador José Porfírio,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.471122040599836,0.0002938103733706,130.0161034968064,644.5431741443531,0,0,0,0,0,1,0,1,0,1,0,1,0,1.0,2026-08-19/2026-08-20,non_transport_response_system_presence,69,10333.0,5952.0,4381.0,5,8934.0,2389.0,3179.0,604.0,30,0.5760185812445563,0.864608535759218,0.26740541750615626,0.35583165435415265,0.06760689500783523
1507904,Soure,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.0088888888888888,0.0088888888888888,2.2051975524754885,2.4727195982560426,0,1,1,0,0,1,1,0,1,0,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,42,12260.0,774.0,11486.0,2,11774.0,2950.0,4544.0,1561.0,29,0.0631321370309951,0.9603588907014682,0.25055206386954304,0.38593511126210295,0.13258026159334127
1507953,Tailândia,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.0396849136718417,33.45070312051051,250.53343020058583,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,134,35915.0,4521.0,31394.0,2,30783.0,9089.0,11209.0,1998.0,97,0.12588055130168455,0.8571070583321732,0.29526037098398467,0.3641295520254686,0.06490595458532307
1507961,Terra Alta,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333332,0.2446129711801353,22.90276276279548,139.70882813686973,0,0,0,0,0,1,0,1,0,1,0,1,0,1.0,2026-08-19/2026-08-20,non_transport_response_system_presence,24,5103.0,2153.0,2950.0,0,4771.0,1128.0,1849.0,650.0,20,0.42190868116794045,0.9349402312365276,0.23642842171452524,0.3875497799203521,0.1362397820163488
1507979,Terra Santa,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.0088888888888888,0.0088888888888888,1.6733969235578734,35.182963171605195,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,33,9262.0,1089.0,8173.0,1,8111.0,2046.0,2963.0,864.0,25,0.11757719714964371,0.8757287842798531,0.25225003082234004,0.3653063740599186,0.10652200715078289
1508001,Tomé-Açu,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333331,0.0634231809893535,14.534681224322924,189.9759169981968,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,143,33112.0,11466.0,21646.0,10,30344.0,8275.0,10944.0,2597.0,101,0.3462792945155835,0.9164049287267456,0.2727063010809386,0.36066438175586607,0.08558528868969154
1508035,Tracuateua,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333332,0.1762329320008641,9.354522791361854,158.04953250479892,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,63,13889.0,8683.0,5206.0,2,13429.0,3325.0,5061.0,1632.0,53,0.625170998632011,0.9668802649578804,0.24759848089954575,0.37687095092709805,0.12152803633926577
1508050,Trairão,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.1111111111111111,0.0128410438908659,69.38203916240806,301.745429701127,0,0,0,0,0,1,0,1,0,1,0,1,0,1.0,2026-08-19/2026-08-20,non_transport_response_system_presence,50,7218.0,2600.0,4618.0,2,6230.0,1682.0,2253.0,576.0,26,0.3602105846494874,0.8631199778331948,0.269983948635634,0.361637239165329,0.09245585874799359
1508084,Tucumã,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.0334063686297158,4.355597799587295,649.6152685176946,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,78,19792.0,2503.0,17289.0,1,18405.0,4838.0,7301.0,1653.0,57,0.12646523848019403,0.9299211802748585,0.26286335234990493,0.3966856832382505,0.08981255093724531
1508100,Tucuruí,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.0182080433565314,3.2803664849744307,345.7258275259697,0,1,1,0,0,1,1,0,1,0,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,188,46128.0,2510.0,43618.0,1,42960.0,11200.0,16876.0,4765.0,136,0.05441380506416927,0.931321540062435,0.260707635009311,0.39283054003724394,0.1109171322160149
1508126,Ulianópolis,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333332,0.0252616858462885,8.620851118298658,288.8415015868729,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,60,18961.0,5142.0,13819.0,2,16462.0,4710.0,6468.0,1235.0,39,0.2711882284689626,0.8682031538420969,0.28611347345401533,0.39290487182602357,0.07502126108613777
1508159,Uruará,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.111111111111111,0.030515773218619,6.982187422200536,187.94064871614825,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,108,20731.0,7878.0,12853.0,4,18770.0,5010.0,7005.0,1631.0,72,0.3800106121267667,0.9054073609570209,0.2669152903569526,0.3732019179541822,0.08689397975492807
1508209,Vigia,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.2037085579980644,6.811012647056796,157.6142777666238,0,1,0,0,0,1,1,0,0,1,0,1,1,0.75,2026-08-19/2026-08-20,non_transport_response_system_presence,104,25134.0,5341.0,19793.0,1,24163.0,5771.0,9870.0,3226.0,89,0.21250099466857644,0.9613670724914458,0.23883623722219924,0.40847576873732566,0.1335099118486943
1508308,Viseu,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6488453786351857,0.0618211234969081,27.370385540052204,241.0590473816725,2,1,0,0,1,0,1,0,0,1,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,135,28216.0,13388.0,14828.0,3,25205.0,6709.0,8351.0,2675.0,105,0.4744825630847746,0.8932874964559115,0.26617734576472923,0.33132315016861735,0.10612973616345964
1508357,Vitória do Xingu,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.111111111111111,0.0353492396259691,10.649326510943338,296.07650913502545,1,1,0,0,1,0,1,0,0,1,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,63,7571.0,3167.0,4404.0,2,6372.0,1598.0,2418.0,587.0,26,0.4183066966054682,0.8416325452384097,0.2507846829880728,0.3794726930320151,0.0921217827997489
1508407,Xinguara,2022,2026-08-26,IBGE Census 2022 female population + frozen Stage 2 reference-network OD,routing_ready_reachable,0.6533333333333333,0.0621393074490419,9.2141334285911,526.7751345701107,1,1,0,0,1,0,1,0,0,1,0,1,2,0.5,2026-08-19/2026-08-20,non_transport_response_system_presence,98,26303.0,2933.0,23370.0,0,23881.0,6175.0,9498.0,2399.0,84,0.11150819298178916,0.9079192487548948,0.25857376156777356,0.39772203844060133,0.10045642979774716
