municipality_code,municipality_name,diagnostic__female_population_9514,female_15_29_count,female_30_59_count,female_60_plus_count,socio__female_age_share_15_29,socio__female_age_share_30_59,socio__female_age_share_60_plus,diagnostic__female_age_selected_share_sum
1507961,Terra Alta - PA,5103.0,1209.0,1981.0,681.0,0.23691945914168136,0.38820301783264743,0.13345091122868902,0.7585733882030178
1507979,Terra Santa - PA,9263.0,2365.0,3365.0,915.0,0.2553168519917953,0.36327323761200475,0.09878009284249163,0.7173701824462918
1508001,Tomé-Açu - PA,33173.0,9118.0,11903.0,2726.0,0.2748620866367226,0.3588159045006481,0.08217526301510264,0.7158532541524734
1508035,Tracuateua - PA,13891.0,3447.0,5224.0,1675.0,0.2481462817651717,0.3760708372327406,0.12058167158591894,0.7447987905838312
1508050,Trairão - PA,7222.0,1971.0,2594.0,635.0,0.2729160897258377,0.3591802824702299,0.08792578233176405,0.7200221545278316
1508084,Tucumã - PA,19793.0,5210.0,7792.0,1733.0,0.26322437225281664,0.39367453139998987,0.08755620673975648,0.7444551103925631
1508100,Tucuruí - PA,46135.0,12035.0,18032.0,4976.0,0.26086485314836894,0.3908529316137423,0.10785737509483038,0.7595751598569416
1508126,Ulianópolis - PA,18972.0,5377.0,7609.0,1416.0,0.28341766814252584,0.4010647269660552,0.07463630613535736,0.7591187012439383
1508159,Uruará - PA,20746.0,5525.0,7780.0,1758.0,0.26631639834184906,0.3750120505157621,0.08473922683890871,0.7260676756965199
1508209,Vigia - PA,25137.0,6030.0,10239.0,3319.0,0.23988542785535266,0.407327843418069,0.132036440307117,0.7792497115805387
1508308,Viseu - PA,28220.0,7610.0,9314.0,2828.0,0.26966690290574064,0.330049610205528,0.10021261516654854,0.6999291282778172
1508357,Vitória do Xingu - PA,7576.0,1916.0,2814.0,666.0,0.2529039070749736,0.37143611404435056,0.08790918690601901,0.7122492080253432
1508407,Xinguara - PA,26303.0,6913.0,10430.0,2484.0,0.26282173136144166,0.39653271489944114,0.09443789681785347,0.7537923430787363
