municipality_code,municipality_name,criterion__rural_female_share,diagnostic__age_female_coverage_fraction,diagnostic__female_15_29_share_age_covered,diagnostic__female_30_59_share_age_covered,diagnostic__female_60_plus_share_age_covered,socio__race_share_branca,socio__race_share_preta,socio__race_share_parda,socio__race_share_amarela,socio__race_share_indigena,diagnostic__race_ignored_share,socio__female_literacy_rate_15plus,socio__household_per_capita_income_mean_brl
1503077,Garrafão do Norte,0.4059455408443667,0.9358814222666334,0.2765370584571581,0.3703176439184981,0.0971616691876501,0.1345585556410152,0.0616524308788406,0.8022912196899162,0.0011739464842326,0.0003238473059952,0.0,0.8358,620.45
1503093,Goianésia do Pará,0.3392328083580228,0.9443318259784812,0.249009247027741,0.3967140026420079,0.094782034346103,0.1932706167969046,0.1084894924512556,0.6933844169638116,0.0005690008345345,0.0042485395645246,3.793338896897049e-05,0.8697,829.0
1503101,Gurupá,0.5617902915200212,0.9397702370675344,0.3055398530243075,0.2987563595251554,0.0758903335217637,0.1601963128421317,0.062669099603599,0.7752784244636003,0.0002516831309381,0.0016044799597306,0.0,0.8432999999999999,634.91
1503200,Igarapé-Açu,0.2858569051580699,0.9573488630061008,0.2492903076299171,0.3969642546781762,0.1356815943456346,0.1900438584238902,0.0588876162806939,0.7473810654524122,0.0029332066932983,0.0006983825460234,5.587060368187278e-05,0.8996,718.26
1503309,Igarapé-Miri,0.5316094685806636,0.953988021675064,0.2708188008636439,0.3689088191330343,0.1022089353927919,0.177492249078373,0.1706282488315774,0.6511545402662307,0.0003701932717372,0.0003547685520815,0.0,0.8656,617.29
1503408,Inhangapi,0.6242150706436421,0.8436028257456829,0.2558734589439404,0.3672947197022563,0.1297976273551989,0.0997578692493946,0.1519612590799031,0.746634382566586,0.0009685230024213,0.0006779661016949,0.0,0.8970999999999999,631.7
1503457,Ipixuna do Pará,0.465455040500987,0.831869852290518,0.2725636199983635,0.3547172899108092,0.0835447181081744,0.156549836789871,0.1006297602954268,0.7408091265785222,0.0008572653236176,0.0011540110125622,0.0,0.8543000000000001,594.25
1503507,Irituia,0.6944352104248388,0.8946878532012499,0.2470833023705134,0.3763097272794828,0.132050234078918,0.1364561460184138,0.0976578904861896,0.7643676304312712,0.00109836859958,0.0003876595057341,3.230495881117752e-05,0.8690000000000001,616.62
1503606,Itaituba,0.1173915181718332,0.9296896772184062,0.2821625052898857,0.37251375370292,0.0902983495556496,0.193489790291451,0.1060625719707413,0.6828259565012894,0.0010947662065945,0.0165025868919992,2.4328137924323277e-05,0.9282,1074.37
1503705,Itupiranga,0.3934446975449253,0.8368767400658061,0.2629164776450426,0.3699279197540198,0.1010635616714552,0.1831410539856092,0.1260200184909756,0.6807090887164851,0.0012461309643445,0.0088837078425855,0.0,0.8676,636.27
1503754,Jacareacanga,0.5642850707270926,0.6123074150824399,0.2914949970570924,0.3120953502060035,0.0498822836962919,0.0771150486648365,0.0504949671408368,0.2970218783795025,0.0007070959154812,0.5746610098993428,0.0,0.8824,787.87
1503804,Jacundá,0.0940478050304639,0.9354267562360048,0.2381562099871959,0.3950342370428102,0.1212492345376607,0.2073620282706129,0.1190229930782083,0.6707773092529239,0.0016442570345028,0.0011138515395019,7.956082425013923e-05,0.8728,905.18
1503903,Juruti,0.3960852509402677,0.9494884134751488,0.2801771871539313,0.3211943095664026,0.0836527813271999,0.1226587527760853,0.0498810951042628,0.8239028320984257,0.0013561054224563,0.0022012145987696,0.0,0.941,713.05
1504000,Limoeiro do Ajuru,0.6919036279590979,0.9817201288695896,0.3022758079474923,0.3335949204537347,0.0759078262110294,0.172883763400859,0.0387568061145118,0.7878521424464812,6.763840508640807e-05,0.0004396496330616,0.0,0.9019,463.89
1504059,Mãe do Rio,0.1830413374556281,1.0,0.2722432153899004,0.3836024275735715,0.1074659338142677,0.1921520682327598,0.084679649521148,0.7213052717375484,0.0014554769597997,0.0003784240095479,2.9109539195994526e-05,0.8873000000000001,786.61
1504109,Magalhães Barata,0.5095959595959596,0.9424242424242424,0.2178456591639871,0.3745980707395498,0.1642550911039657,0.1619223659889094,0.0467036352433764,0.7912507701786815,0.0,0.0001232285890326,0.0,0.9259,619.04
1504208,Marabá,0.0914245110138748,0.9368487976364112,0.2678839459649347,0.399714176220739,0.0891083575511768,0.1821463008332927,0.0990759118007901,0.7156712302041398,0.0009980002476241,0.0020710381078515,3.751880630165871e-05,0.9288,1137.5
1504307,Maracanã,0.5647921760391198,0.8775139995267766,0.2487866259212655,0.3669782491461442,0.1514470609383426,0.1647606946209233,0.0524046051364984,0.7819876015555812,0.0001925224288629,0.0006160717723614,3.850448577259251e-05,0.9149,634.79
1504406,Marapanim,0.4125841653122823,0.882439439671852,0.2232941589194878,0.3985265742852131,0.1527802139975443,0.156775674556881,0.0521205735144695,0.790765062281263,7.526436608587664e-05,0.0002634252813005,0.0,0.9375,576.69
1504422,Marituba,0.0026638159163001,0.9331592506265224,0.252464927601555,0.4346911563092756,0.1020151370030236,0.2013239701212148,0.1006932951648253,0.6960593997405734,0.0010466520552846,0.0008408999418526,3.578297624904951e-05,0.96,883.71
1504455,Medicilândia,0.5790586576865847,0.8954499177695983,0.2550288612908868,0.3776456183312926,0.0934056323246458,0.201557540414852,0.096884919170296,0.6983095888388573,0.0025835978445412,0.0006643537314534,0.0,0.8937,763.1
1504505,Melgaço,0.6383234432509577,0.8782393149553068,0.3099555251453985,0.2518816284639069,0.0513171399247348,0.137369534808651,0.1102901617589039,0.7514077687313941,0.0005021340697966,0.000394533911983,3.586671927118826e-05,0.8147,476.85
1504604,Mocajuba,0.2589372704789028,0.8929026455819531,0.2928487493704885,0.3499244586201108,0.1063454759106933,0.186300463269358,0.1164791528788881,0.695271711155232,0.00022060445621,0.0017280682403117,0.0,0.9147,694.48
1504703,Moju,0.5834598442049725,0.8636917946293025,0.2842323651452282,0.3548582295988935,0.077887275242047,0.1322805432016553,0.131721644826028,0.7323709182581397,0.0008799676552429,0.0027350346041334,1.1891454800580302e-05,0.892,626.33
1504752,Mojuí dos Campos,0.619698314108252,0.9508429458740018,0.2511198208286674,0.3836319522209779,0.1152482269503546,0.1489298327730734,0.055359346410791,0.792732224160674,0.0011063359005999,0.0018722607548614,0.0,0.8883,705.92
1504802,Monte Alegre,0.4335772823850797,0.9763920272503456,0.2620289454595696,0.3656177679527477,0.1217229111256951,0.1693494634406452,0.0594714390455242,0.7685462907418517,0.0016829967339865,0.0009498100379924,0.0,0.9111,687.01
1504901,Muaná,0.5640337937508382,0.943498279021948,0.2852134363007533,0.349647036528166,0.0834794144122802,0.1333098219008993,0.0473681890319167,0.8192117792276494,8.816787162757891e-05,2.2041967906894727e-05,0.0,0.9128,505.26
1504950,Nova Esperança do Piriá,0.3535789579359502,0.9096476257403876,0.2831917006952875,0.3486370157819225,0.0682043924511643,0.1560210958101377,0.0691962105674382,0.7720480515675359,0.0011719894520949,0.0015626526027932,0.0,0.8251999999999999,535.3
1504976,Nova Ipixuna,0.4667467347245158,0.9477555922534154,0.2395057817202597,0.3898305084745763,0.1188024710913987,0.1474023647438194,0.1601576495879613,0.6908634897886062,0.0007165890361877,0.0005732712289501,0.000286635614475,0.8782,824.87
1505007,Nova Timboteua,0.268760907504363,0.9408218308741868,0.2156829679595278,0.4232715008431703,0.1669477234401349,0.1667187255973762,0.0663751366546931,0.7655786350148368,0.0010151491488364,0.000234265188193,7.808839606434484e-05,0.8913,709.95
1505031,Novo Progresso,0.1807311028500619,0.9358736059479554,0.271896722939424,0.3878186031115525,0.0701754385964912,0.2909507105059754,0.0808906593733277,0.6241155835662049,0.0019323384267792,0.0021107081277127,0.0,0.9445,1274.42
1505064,Novo Repartimento,0.4340623830742542,0.8769005748494847,0.2704422032583398,0.3684639255236617,0.0879751745539177,0.1778633998551011,0.1081472699729961,0.6933412369097016,0.0022064150694856,0.0184252124086149,1.646578410063887e-05,0.8741,721.31
1505106,Óbidos,0.3656392874034369,0.9241289610594356,0.2564080692625922,0.3526250693052416,0.1161769096259649,0.1501081774493097,0.1225181412625169,0.7104482184227153,0.000287196768079,0.0166191196461735,1.9146451205269104e-05,0.9244,652.59
1505205,Oeiras do Pará,0.519559977751684,0.8856683764909462,0.28930290977601,0.319656688298095,0.0757099993022119,0.0838848835835007,0.1177461292991372,0.7976598510814324,0.0002659260134735,0.0004432100224559,0.0,0.8592,460.54
1505304,Oriximiná,0.2795433599904867,0.8856021642833785,0.2697304374097821,0.3442545906206989,0.1003390513276712,0.1383869739655021,0.1321931648461065,0.67319237414707,0.000556417840513,0.0556710692008082,0.0,0.9321,727.72
1505403,Ourém,0.3796433034192888,0.9125298193797567,0.2482260674716793,0.3893937507780405,0.1283455745051661,0.1348081769812377,0.112853542425091,0.7492579109493139,0.0008961075329039,0.0021842621114533,0.0,0.884,694.89
1505437,Ourilândia do Norte,0.1447599899472229,0.8525383262126163,0.2600781192423907,0.394575871471737,0.0846783108556268,0.2206548187390273,0.0965595835771706,0.637139249083685,0.0004004065666676,0.045215141528321,3.080050512828411e-05,0.8894,935.72
1505486,Pacajá,0.507989518573704,0.8539793454246519,0.2680945791468624,0.3583418566873232,0.0844714517778713,0.1700367423412901,0.1033895418157043,0.7253814147018031,0.0003893228216171,0.0008029783195853,0.0,0.8876999999999999,689.59
