municipality_code,municipality_name,female_race_branca_count,female_race_preta_count,female_race_parda_count,female_race_amarela_count,female_race_indigena_count,diagnostic__female_declared_race_total,socio__female_race_share_branca,socio__female_race_share_preta,socio__female_race_share_parda,socio__female_race_share_amarela,socio__female_race_share_indigena,diagnostic__female_race_declared_share_sum,diagnostic__female_race_residual_share
1503101,Gurupá - PA,8.14,2.56,36.63,0.02,0.09,47.44000000000001,0.17158516020236084,0.05396290050590218,0.7721332209106238,0.0004215851602023608,0.0018971332209106234,0.9999999999999999,1.1102230246251565e-16
1503200,Igarapé-Açu - PA,9.58,2.53,38.05,0.17,0.03,50.36,0.19023034154090548,0.05023828435266084,0.7555599682287529,0.0033756949960285945,0.0005957108816521048,1.0,0.0
1503309,Igarapé-Miri - PA,9.07,7.64,31.93,0.02,0.01,48.67,0.18635709882884735,0.15697554961988905,0.6560509554140127,0.0004109307581672488,0.0002054653790836244,0.9999999999999999,1.1102230246251565e-16
1503408,Inhangapi - PA,5.1,7.23,36.93,0.07,0.02,49.35,0.10334346504559269,0.14650455927051673,0.7483282674772036,0.0014184397163120568,0.0004052684903748733,1.0,0.0
1503457,Ipixuna do Pará - PA,7.69,4.31,36.34,0.05,0.05,48.44,0.15875309661436832,0.08897605284888521,0.7502064409578861,0.0010322047894302231,0.0010322047894302231,1.0,0.0
1503507,Irituia - PA,6.72,4.4,37.4,0.05,0.02,48.589999999999996,0.138300061741099,0.09055361185429102,0.7697057007614736,0.0010290183165260344,0.0004116073266104137,1.0,0.0
1503606,Itaituba - PA,9.84,4.57,34.21,0.06,0.81,49.49000000000001,0.19882804606991308,0.09234188724994948,0.691250757728834,0.0012123661345726407,0.01636694281673065,0.9999999999999999,1.1102230246251565e-16
1503705,Itupiranga - PA,8.8,5.54,32.77,0.08,0.46,47.65,0.1846799580272823,0.11626442812172089,0.6877229800629592,0.0016789087093389298,0.009653725078698846,1.0000000000000002,-2.220446049250313e-16
1503754,Jacareacanga - PA,3.54,2.08,14.03,0.03,28.08,47.76,0.07412060301507538,0.043551088777219436,0.2937604690117253,0.000628140703517588,0.5879396984924623,1.0,0.0
1503804,Jacundá - PA,10.69,5.43,34.69,0.08,0.05,50.93999999999999,0.20985473105614452,0.1065959952885748,0.6809972516686298,0.0015704750687082845,0.0009815469179426778,1.0000000000000002,-2.220446049250313e-16
1503903,Juruti - PA,6.09,2.01,40.32,0.07,0.11,48.6,0.12530864197530864,0.04135802469135802,0.8296296296296296,0.001440329218106996,0.0022633744855967077,0.9999999999999999,1.1102230246251565e-16
1504000,Limoeiro do Ajuru - PA,8.88,1.56,37.83,0.0,0.02,48.29,0.18388900393456203,0.03230482501553117,0.7833920066266308,0.0,0.0004141644232760406,1.0,0.0
1504059,Mãe do Rio - PA,9.92,3.82,36.98,0.09,0.03,50.84,0.19512195121951217,0.07513768686073957,0.7273800157356411,0.0017702596380802516,0.0005900865460267505,0.9999999999999999,1.1102230246251565e-16
1504109,Magalhães Barata - PA,8.17,2.07,38.6,0.0,0.01,48.85,0.16724667349027636,0.04237461617195496,0.7901740020470829,0.0,0.00020470829068577277,1.0,0.0
1504208,Marabá - PA,9.47,4.49,36.06,0.06,0.11,50.190000000000005,0.18868300458258616,0.08946005180314803,0.7184698147041243,0.001195457262402869,0.0021916716477385933,1.0,0.0
1504307,Maracanã - PA,8.36,2.33,38.07,0.02,0.04,48.82,0.17124129455141335,0.047726341663252764,0.779803359278984,0.00040966816878328555,0.0008193363375665711,1.0,0.0
