municipality_code,municipality_name,criterion__rural_female_share,socio__female_literacy_rate_15plus,socio__household_per_capita_income_mean_brl,profile__female_age_ilr_1,profile__female_age_ilr_2,profile__female_age_ilr_3,profile__female_race_ilr_1,profile__female_race_ilr_2,profile__female_race_ilr_3,profile__female_race_ilr_4
1500107,Abaetetuba,-0.07126428127420092,0.3302225058572772,0.031036156732515693,-1.3430585468931804,-0.4009741425391941,-0.2582554036207524,-0.04736070650590409,0.5607715436274666,1.0615710187599026,0.601409547658589
1500131,Abel Figueiredo,-1.358974353880314,-0.47889476763435623,0.7174903030443325,0.9495628996895057,-0.6724207117307629,-0.9251272405040212,0.14617732266062636,0.6347380545930243,1.5270356029323648,0.3577820054121838
1500206,Acará,2.0467925207554205,-1.0474636625203708,-1.1712869019291245,0.34345485704772216,0.3657045713928354,-0.03604385031911035,-2.2563535753408432,-0.1314197265177917,0.2504172343616503,0.5267172029934896
1500305,Afuá,1.5375371804690507,-2.427883335200355,-1.3034520381519303,1.5939967694083084,1.966106110189637,1.1513697852510927,0.2790961913185715,-0.9054842045005249,-0.4887856773306199,0.3820482267644515
1500347,Água Azul do Norte,0.48466243710197127,0.12247617887969701,0.77851045827716,0.6031630507470913,-0.2096786519959882,0.593092050730517,0.771421717530967,1.055140939418767,0.4484710978145325,-0.29585838729673414
1500404,Alenquer,0.4821270254573959,0.5461693457418694,-0.9137818468465921,1.0356585421943698,0.9236520604735847,0.3135600658235928,0.07011227014229672,-0.5113148268468275,-0.007677767792758985,0.43092652589836095
1500503,Almeirim,-0.29020230250334034,-0.18914331158667783,0.03872017628035293,0.9541413074678454,0.8516354540775039,0.6241811772568672,0.2732471735639612,-0.5440562270429268,0.1127691497170311,-1.6310013711625313
1500602,Altamira,-1.137430715082629,0.49696626829980983,2.173205206324662,-0.4752295732020551,-0.4852507971046705,0.31371619011548507,0.3836585940567099,1.2522225776318716,-0.21402994906308387,-1.7818642856917615
1500701,Anajás,0.8987212109122761,-2.5727590632241943,-1.0857682843731913,1.5190573581563473,2.4292444299021043,1.8849126727200103,0.4762902627659845,-1.137855544402118,-0.410436764645074,0.36777053628077605
1500800,Ananindeua,-1.9508048701306315,2.1288683367947643,2.0584873144869467,-2.221884592863882,-2.164334323804235,-1.2414649262173552,0.1898140604527368,1.3369231365033476,1.0569875024192152,0.6983210490802594
1500859,Anapu,0.550493944931875,-0.6237704956581984,0.0024696840605547003,0.8262096452272358,0.8904601011221732,1.413566265860486,-0.23991749449364927,0.8107125915486479,-2.5283089911290886,-1.1923909551466252
1500909,Augusto Corrêa,0.5041100044391412,-1.0064610979853201,-1.2860499938818275,0.8932337277406913,0.8061740372148063,0.06236450168894031,1.156749989162415,-2.6263326368794013,-1.7548729727293912,0.12504024420864704
1500958,Aurora do Pará,0.9397190090378337,-1.219674433567576,-0.8594513086318816,0.5837121785743091,0.37178824660327475,0.11472608094587393,-1.1014609304165204,-0.1774489944184001,0.33328335903667666,0.33085145554468465
1501006,Aveiro,1.9653089951679121,0.7867177243474912,-1.2954064176841944,1.9812227046075468,1.2965828298296516,-0.041931738570612886,-0.09200097982799114,-1.2827014054828476,-2.0422412392789875,-3.9339958503553416
1501105,Bagre,1.1195534876083821,-1.5203599068246025,-1.834282188562543,2.4721691362138425,3.3655604511746144,2.6062382876496217,-1.1112267147771655,-1.017580921516831,0.08805394253421323,0.4478126606770363
1501204,Baião,0.46515624985454157,0.8987914007432918,-1.37324101569229,-2.2042814687219647,-0.05696832702002338,0.3827627498098214,-2.9678277744839865,1.4480054752424965,2.109244142835909,0.6576307516461839
1501253,Bannach,1.024297341282819,0.013136006786229759,1.043066731297708,0.4403573585823679,-0.5260812925438804,-0.09879978534847629,-0.054739995401366315,0.5129890321618542,-1.093403710612778,-1.908429460978181
1501303,Barcarena,-1.078546455705794,1.3088170460937827,0.954067704887754,-0.73386930921142,-0.5419420917098087,0.45416979424086534,0.2595049524691581,-0.08129681973265274,-0.22588910581784308,0.3209165793647325
1501402,Belém,-1.9411131782152478,2.087865772259714,4.086345273276263,-2.5585496937029735,-2.525268951463527,-2.35544920245537,0.401726139515374,1.7487826539637168,1.0011441579148816,0.6833151398483915
1501451,Belterra,0.6710956061352067,0.8796568706269347,-0.10537779029909472,0.08077704381304694,0.05680704805375802,-0.862784678782977,0.4903914235305239,-1.3700705345735313,-2.3926708006311315,-1.862849186949443
1501501,Benevides,-1.7159164619938856,1.4700937999316426,0.24645990476189059,-1.0681884100764283,-1.1254555257190926,-0.40984852229670227,0.05694932764332027,0.4473409131621543,0.23888566286760607,0.5942073768715926
1501576,Bom Jesus do Tocantins,0.18007575418189897,-0.2930164750754664,0.8295413880977986,-0.5730184423209288,-0.5624872889847051,-0.7155807728299408,0.8522906455147395,0.5255851694115986,-0.5544488633660172,-2.2750934364147857
1501600,Bonito,0.30123886220775525,-1.3399486228703854,-0.11396581214667775,-1.3244164208216034,-0.5004847492459569,-0.3138062626750559,0.9605602022867108,-1.0511173094729354,-0.604148626993964,0.3920254171209002
