service_type,municipality_code,municipality_name,e2sfca_score,routing_ready_origins,routing_ready_female_population,configuration
creas,1502772,Curionópolis,4.204094532207086e-05,49,9754.0,step_240
creas,1502806,Curralinho,0.00015179113539769278,12,6588.0,step_240
creas,1502855,Curuá,4.618798768695364e-05,27,4836.0,step_240
creas,1502905,Curuçá,2.7936410723070803e-05,87,19885.0,step_240
creas,1502939,Dom Eliseu,2.2631465279400752e-05,69,29239.0,step_240
creas,1502954,Eldorado do Carajás,4.531378675380571e-05,55,12850.0,step_240
creas,1503002,Faro,0.00014791732108415545,21,3965.0,step_240
creas,1503044,Floresta do Araguaia,4.088046139086151e-05,31,7174.0,step_240
creas,1503077,Garrafão do Norte,2.99643229464016e-05,52,10813.0,step_240
creas,1503093,Goianésia do Pará,3.322566449895504e-05,50,11198.0,step_240
creas,1503101,Gurupá,0.00015444015444015445,14,6475.0,step_240
creas,1503200,Igarapé-Açu,3.291627242018195e-05,61,16638.0,step_240
creas,1503309,Igarapé-Miri,2.818440228992088e-05,52,16689.0,step_240
creas,1503408,Inhangapi,3.201508285558984e-05,27,4748.0,step_240
creas,1503457,Ipixuna do Pará,3.37583530159118e-05,63,11531.0,step_240
creas,1503507,Irituia,3.5187058264381344e-05,80,12734.0,step_240
creas,1503606,Itaituba,2.15409625438413e-05,202,58684.0,step_240
creas,1503705,Itupiranga,3.712443661338815e-05,94,19975.0,step_240
creas,1503754,Jacareacanga,0.00017502211508846737,23,5495.0,step_240
creas,1503804,Jacundá,3.5306095414275734e-05,86,18315.0,step_240
creas,1503903,Juruti,3.795939897456995e-05,50,17868.0,step_240
creas,1504000,Limoeiro do Ajuru,3.070110387920612e-05,11,4370.0,step_240
creas,1504059,Mãe do Rio,3.6005786813266726e-05,46,17225.0,step_240
creas,1504109,Magalhães Barata,3.06742653064138e-05,20,3887.0,step_240
creas,1504208,Marabá,4.549623899221714e-05,474,127275.0,step_240
creas,1504307,Maracanã,2.9612062718362727e-05,81,12462.0,step_240
creas,1504406,Marapanim,2.893065865283355e-05,77,12496.0,step_240
creas,1504422,Marituba,3.143540379139945e-05,218,53590.0,step_240
creas,1504455,Medicilândia,5.226864399199672e-05,33,7996.0,step_240
creas,1504505,Melgaço,0.00020255215718047398,9,4937.0,step_240
creas,1504604,Mocajuba,2.1592793805131493e-05,36,11153.0,step_240
creas,1504703,Moju,3.062199774568017e-05,134,28780.0,step_240
creas,1504752,Mojuí dos Campos,2.5909449382181822e-05,37,9118.0,step_240
creas,1504802,Monte Alegre,5.270455953518174e-05,95,25730.0,step_240
creas,1504901,Muaná,9.607070804111827e-05,25,10409.0,step_240
creas,1504950,Nova Esperança do Piriá,3.08754443603347e-05,32,8302.0,step_240
creas,1504976,Nova Ipixuna,3.8314334095926976e-05,25,5349.0,step_240
creas,1505007,Nova Timboteua,3.279553467387872e-05,31,5955.0,step_240
creas,1505031,Novo Progresso,3.483228255947612e-05,57,15730.0,step_240
creas,1505064,Novo Repartimento,3.2349507465548686e-05,93,21996.0,step_240
creas,1505106,Óbidos,5.5283073174709435e-05,74,18742.0,step_240
creas,1505205,Oeiras do Pará,0.00010360161066654741,50,10899.0,step_240
creas,1505304,Oriximiná,5.144232096928501e-05,65,25385.0,step_240
creas,1505403,Ourém,3.278574084301696e-05,47,8650.0,step_240
creas,1505437,Ourilândia do Norte,3.4948550905539284e-05,62,15106.0,step_240
creas,1505486,Pacajá,2.1746313790917195e-05,64,14166.0,step_240
creas,1505494,Palestina do Pará,2.8706446692056803e-05,13,2963.0,step_240
creas,1505502,Paragominas,3.1900665562196565e-05,198,51977.0,step_240
creas,1505536,Parauapebas,3.9303261621582775e-05,444,132408.0,step_240
creas,1505551,Pau D'Arco,4.3882992684794064e-05,13,2610.0,step_240
creas,1505601,Peixe-Boi,3.2393511936449856e-05,22,4059.0,step_240
creas,1505635,Piçarra,3.4989733976026455e-05,28,4910.0,step_240
creas,1505650,Placas,6.0621404190178656e-05,31,5696.0,step_240
creas,1505700,Ponta de Pedras,0.00012434717731907486,25,8042.0,step_240
creas,1505809,Portel,6.418941648449142e-05,29,15599.0,step_240
creas,1505908,Porto de Moz,1.2544046270581156e-08,24,10600.0,step_240
creas,1506005,Prainha,2.2842074122281225e-05,49,12430.0,step_240
creas,1506104,Primavera,3.1319823749628184e-05,21,5030.0,step_240
creas,1506112,Quatipuru,3.1097702193343996e-05,23,5675.0,step_240
creas,1506138,Redenção,4.1147036490414935e-05,162,42397.0,step_240
creas,1506161,Rio Maria,5.852791923664987e-05,31,8402.0,step_240
creas,1506187,Rondon do Pará,2.925744766687091e-05,62,22229.0,step_240
creas,1506195,Rurópolis,3.9907699387365136e-05,53,15024.0,step_240
creas,1506203,Salinópolis,3.076953335828893e-05,73,21950.0,step_240
creas,1506302,Salvaterra,9.16590284142988e-05,55,10910.0,step_240
creas,1506351,Santa Bárbara do Pará,3.143540379139945e-05,44,10013.0,step_240
creas,1506401,Santa Cruz do Arari,0.0,8,2852.0,step_240
creas,1506500,Santa Izabel do Pará,3.3171208217381526e-05,115,32345.0,step_240
creas,1506559,Santa Luzia do Pará,3.122623714836238e-05,46,8898.0,step_240
creas,1506583,Santa Maria das Barreiras,2.9447084152038847e-05,38,6519.0,step_240
creas,1506609,Santa Maria do Pará,3.2471985051668545e-05,56,12204.0,step_240
creas,1506708,Santana do Araguaia,2.4917187750283272e-05,73,14754.0,step_240
creas,1506807,Santarém,2.6987357679256318e-05,529,156731.0,step_240
creas,1506906,Santarém Novo,3.131982374962819e-05,16,2457.0,step_240
creas,1507003,Santo Antônio do Tauá,3.143422589526639e-05,55,13411.0,step_240
creas,1507102,São Caetano de Odivelas,2.790225430794739e-05,42,7848.0,step_240
creas,1507151,São Domingos do Araguaia,3.6654703594003154e-05,33,9615.0,step_240
creas,1507201,São Domingos do Capim,3.5154158481203464e-05,44,10381.0,step_240
creas,1507300,São Félix do Xingu,1.7520098805616194e-05,128,25504.0,step_240
creas,1507409,São Francisco do Pará,3.127815680593603e-05,27,6944.0,step_240
creas,1507458,São Geraldo do Araguaia,3.0890055848058434e-05,47,10931.0,step_240
creas,1507466,São João da Ponta,2.666012338026546e-05,18,2001.0,step_240
creas,1507474,São João de Pirabas,3.131982374962819e-05,36,8770.0,step_240
creas,1507508,São João do Araguaia,3.9500353686228e-05,33,5932.0,step_240
creas,1507607,São Miguel do Guamá,3.47748225914348e-05,100,25115.0,step_240
creas,1507706,São Sebastião da Boa Vista,0.00017995321216483713,16,5557.0,step_240
creas,1507755,Sapucaia,5.690098377458499e-05,11,2879.0,step_240
creas,1507805,Senador José Porfírio,8.816597485545192e-06,31,6913.0,step_240
creas,1507904,Soure,8.28363154406892e-05,32,12072.0,step_240
creas,1507953,Tailândia,2.8058650639015905e-05,123,33966.0,step_240
creas,1507961,Terra Alta,3.163689290905002e-05,23,4958.0,step_240
creas,1507979,Terra Santa,0.0001504211793020457,25,8173.0,step_240
creas,1508001,Tomé-Açu,3.3667408403462634e-05,117,30224.0,step_240
creas,1508035,Tracuateua,3.117883470947877e-05,41,9773.0,step_240
creas,1508050,Trairão,2.2173491760896333e-05,31,6744.0,step_240
creas,1508084,Tucumã,3.448455604923672e-05,69,18469.0,step_240
creas,1508100,Tucuruí,4.11518795078966e-05,158,44448.0,step_240
creas,1508126,Ulianópolis,2.0323857335098115e-05,50,17003.0,step_240
creas,1508159,Uruará,6.648677638065345e-05,64,15110.0,step_240
creas,1508209,Vigia,3.0136696012111183e-05,100,24110.0,step_240
creas,1508308,Viseu,2.2758260227168262e-05,113,24311.0,step_240
creas,1508357,Vitória do Xingu,4.762129945495916e-05,36,6678.0,step_240
creas,1508407,Xinguara,6.173324833840821e-05,92,25086.0,step_240
health,1500107,Abaetetuba,1.3277386940297945e-05,189,61390.0,step_240
health,1500131,Abel Figueiredo,5.010226491053153e-06,11,2904.0,step_240
health,1500206,Acará,1.3171348894866651e-05,128,21279.0,step_240
health,1500347,Água Azul do Norte,8.992002289689232e-06,38,7078.0,step_240
health,1500404,Alenquer,0.0,64,24692.0,step_240
health,1500503,Almeirim,0.0,44,12803.0,step_240
health,1500602,Altamira,2.8048114198937738e-05,254,57798.0,step_240
health,1500701,Anajás,0.0,11,6120.0,step_240
health,1500800,Ananindeua,1.3309774861005387e-05,637,216395.0,step_240
health,1500859,Anapu,3.6444344020029814e-06,42,11682.0,step_240
health,1500909,Augusto Corrêa,1.3095702907364817e-05,85,19652.0,step_240
health,1500958,Aurora do Pará,1.3791850154710443e-05,40,9167.0,step_240
health,1501006,Aveiro,7.548051272744525e-05,24,4724.0,step_240
health,1501105,Bagre,0.0,18,6788.0,step_240
health,1501204,Baião,4.3204054564066085e-06,61,20104.0,step_240
health,1501253,Bannach,1.3088063602819233e-05,11,1582.0,step_240
health,1501303,Barcarena,1.293026866579219e-05,238,57552.0,step_240
health,1501402,Belém,1.3274237835583745e-05,1874,637628.0,step_240
health,1501451,Belterra,3.598585647686232e-05,43,7617.0,step_240
health,1501501,Benevides,1.3559915874655823e-05,181,30532.0,step_240
health,1501576,Bom Jesus do Tocantins,5.0102264910531526e-06,35,7433.0,step_240
health,1501600,Bonito,1.4502551274354712e-05,26,5332.0,step_240
health,1501709,Bragança,1.4001168338513802e-05,195,55750.0,step_240
health,1501725,Brasil Novo,4.063441347980219e-05,37,8590.0,step_240
health,1501758,Brejo Grande do Araguaia,4.734680300389092e-06,17,2980.0,step_240
health,1501782,Breu Branco,6.417245586903737e-06,79,20704.0,step_240
health,1501808,Breves,3.461764807698965e-05,64,28887.0,step_240
health,1501907,Bujaru,1.3304796204511017e-05,39,7707.0,step_240
health,1501956,Cachoeira do Piriá,1.317648675626089e-05,46,8304.0,step_240
health,1502004,Cachoeira do Arari,0.0,26,7539.0,step_240
health,1502103,Cametá,1.3538833672138699e-06,139,42529.0,step_240
health,1502152,Canaã dos Carajás,1.0130611967299304e-05,108,36539.0,step_240
health,1502202,Capanema,1.4502551274354705e-05,118,35064.0,step_240
health,1502301,Capitão Poço,1.4444476917892676e-05,132,25741.0,step_240
health,1502400,Castanhal,1.5140594193636811e-05,340,97495.0,step_240
health,1502509,Chaves,0.0,4,2317.0,step_240
health,1502608,Colares,1.2636608096056373e-05,33,6118.0,step_240
health,1502707,Conceição do Araguaia,1.1611078320034219e-05,79,20299.0,step_240
health,1502756,Concórdia do Pará,1.275261632511974e-05,66,12238.0,step_240
health,1502764,Cumaru do Norte,1.3150070474951368e-05,20,4478.0,step_240
health,1502772,Curionópolis,9.796775354712215e-06,49,9754.0,step_240
health,1502806,Curralinho,0.0,12,6588.0,step_240
health,1502855,Curuá,0.0,27,4836.0,step_240
health,1502905,Curuçá,1.1973797824787237e-05,87,19885.0,step_240
health,1502939,Dom Eliseu,5.1161440087342645e-06,69,29239.0,step_240
health,1502954,Eldorado do Carajás,1.0013451415838346e-05,55,12850.0,step_240
health,1503002,Faro,0.0,21,3965.0,step_240
health,1503044,Floresta do Araguaia,1.3933057406088382e-05,31,7174.0,step_240
health,1503077,Garrafão do Norte,1.290389235420833e-05,52,10813.0,step_240
health,1503093,Goianésia do Pará,7.105057146109799e-06,50,11198.0,step_240
health,1503101,Gurupá,0.0,14,6475.0,step_240
health,1503200,Igarapé-Açu,1.4502551274354709e-05,61,16638.0,step_240
health,1503309,Igarapé-Miri,1.2599503831021231e-05,52,16689.0,step_240
health,1503408,Inhangapi,1.4373677158927541e-05,27,4748.0,step_240
health,1503457,Ipixuna do Pará,1.2061508948617517e-05,63,11531.0,step_240
health,1503507,Irituia,1.450255127435471e-05,80,12734.0,step_240
health,1503606,Itaituba,0.00033071288355583997,202,58684.0,step_240
health,1503705,Itupiranga,7.912492361209562e-06,94,19975.0,step_240
health,1503754,Jacareacanga,2.227605210673418e-07,23,5495.0,step_240
health,1503804,Jacundá,5.987712181292429e-06,86,18315.0,step_240
health,1503903,Juruti,7.59187979491399e-05,50,17868.0,step_240
health,1504000,Limoeiro do Ajuru,0.0,11,4370.0,step_240
health,1504059,Mãe do Rio,1.450255127435471e-05,46,17225.0,step_240
health,1504109,Magalhães Barata,1.3859768172800433e-05,20,3887.0,step_240
health,1504208,Marabá,9.658388155232556e-06,474,127275.0,step_240
health,1504307,Maracanã,1.3573566629029074e-05,81,12462.0,step_240
health,1504406,Marapanim,1.2734479233719513e-05,77,12496.0,step_240
health,1504422,Marituba,1.3309774861005386e-05,218,53590.0,step_240
health,1504455,Medicilândia,4.5177045738462854e-05,33,7996.0,step_240
health,1504505,Melgaço,0.0,9,4937.0,step_240
health,1504604,Mocajuba,5.149269889138855e-06,36,11153.0,step_240
health,1504703,Moju,1.2350162958454363e-05,134,28780.0,step_240
health,1504752,Mojuí dos Campos,2.3963621494820198e-05,37,9118.0,step_240
health,1504802,Monte Alegre,0.0,95,25730.0,step_240
health,1504901,Muaná,0.0,25,10409.0,step_240
health,1504950,Nova Esperança do Piriá,1.2547377261259283e-05,32,8302.0,step_240
health,1504976,Nova Ipixuna,5.18464698215668e-06,25,5349.0,step_240
health,1505007,Nova Timboteua,1.4502551274354709e-05,31,5955.0,step_240
health,1505031,Novo Progresso,3.773397450403066e-07,57,15730.0,step_240
health,1505064,Novo Repartimento,5.547990699534904e-06,93,21996.0,step_240
health,1505106,Óbidos,0.0,74,18742.0,step_240
health,1505205,Oeiras do Pará,2.8021249920896393e-07,50,10899.0,step_240
health,1505304,Oriximiná,0.0,65,25385.0,step_240
health,1505403,Ourém,1.4502551274354709e-05,47,8650.0,step_240
health,1505437,Ourilândia do Norte,8.584357305341499e-06,62,15106.0,step_240
health,1505486,Pacajá,3.679999040144153e-06,64,14166.0,step_240
health,1505494,Palestina do Pará,4.7963938389147145e-06,13,2963.0,step_240
health,1505502,Paragominas,1.086470294032925e-05,198,51977.0,step_240
health,1505536,Parauapebas,1.0072575662819379e-05,444,132408.0,step_240
health,1505551,Pau D'Arco,1.662171494364433e-05,13,2610.0,step_240
health,1505601,Peixe-Boi,1.4502551274354709e-05,22,4059.0,step_240
health,1505635,Piçarra,7.917880642188084e-06,28,4910.0,step_240
health,1505650,Placas,0.0001024711285248011,31,5696.0,step_240
health,1505700,Ponta de Pedras,0.0,25,8042.0,step_240
health,1505809,Portel,0.0,29,15599.0,step_240
health,1505908,Porto de Moz,9.434877195398852e-05,24,10600.0,step_240
health,1506005,Prainha,3.928466410587559e-07,49,12430.0,step_240
health,1506104,Primavera,1.4502551274354709e-05,21,5030.0,step_240
health,1506112,Quatipuru,1.4502551274354705e-05,23,5675.0,step_240
health,1506138,Redenção,1.646350576711551e-05,162,42397.0,step_240
health,1506161,Rio Maria,1.7561069065914825e-05,31,8402.0,step_240
health,1506187,Rondon do Pará,3.760489418981268e-06,62,22229.0,step_240
health,1506195,Rurópolis,7.830612472497206e-05,53,15024.0,step_240
health,1506203,Salinópolis,1.4495605170130243e-05,73,21950.0,step_240
health,1506302,Salvaterra,0.0,55,10910.0,step_240
health,1506351,Santa Bárbara do Pará,1.3309774861005389e-05,44,10013.0,step_240
health,1506401,Santa Cruz do Arari,0.0,8,2852.0,step_240
health,1506500,Santa Izabel do Pará,1.5062477048082256e-05,115,32345.0,step_240
health,1506559,Santa Luzia do Pará,1.4405251665679715e-05,46,8898.0,step_240
health,1506583,Santa Maria das Barreiras,1.210661550363938e-05,38,6519.0,step_240
health,1506609,Santa Maria do Pará,1.4111586068744849e-05,56,12204.0,step_240
health,1506708,Santana do Araguaia,1.1823151604319962e-05,73,14754.0,step_240
health,1506807,Santarém,2.5764192318409044e-05,529,156731.0,step_240
health,1506906,Santarém Novo,1.4502551274354709e-05,16,2457.0,step_240
health,1507003,Santo Antônio do Tauá,1.3685111478922072e-05,55,13411.0,step_240
health,1507102,São Caetano de Odivelas,1.235581766465877e-05,42,7848.0,step_240
health,1507151,São Domingos do Araguaia,5.033825398323687e-06,33,9615.0,step_240
health,1507201,São Domingos do Capim,1.4084462089042897e-05,44,10381.0,step_240
health,1507300,São Félix do Xingu,3.784668035228962e-06,128,25504.0,step_240
health,1507409,São Francisco do Pará,1.3550194796660907e-05,27,6944.0,step_240
health,1507458,São Geraldo do Araguaia,5.256616502589904e-06,47,10931.0,step_240
health,1507466,São João da Ponta,1.1367263654623426e-05,18,2001.0,step_240
health,1507474,São João de Pirabas,1.450255127435471e-05,36,8770.0,step_240
health,1507508,São João do Araguaia,6.350778727258565e-06,33,5932.0,step_240
health,1507607,São Miguel do Guamá,1.450255127435471e-05,100,25115.0,step_240
health,1507706,São Sebastião da Boa Vista,0.0,16,5557.0,step_240
health,1507755,Sapucaia,1.0130611967299302e-05,11,2879.0,step_240
health,1507805,Senador José Porfírio,2.6280204678120724e-06,31,6913.0,step_240
health,1507904,Soure,0.0,32,12072.0,step_240
health,1507953,Tailândia,1.061964538254742e-05,123,33966.0,step_240
health,1507961,Terra Alta,1.4241364391389997e-05,23,4958.0,step_240
health,1507979,Terra Santa,0.0,25,8173.0,step_240
health,1508001,Tomé-Açu,1.3216209042571863e-05,117,30224.0,step_240
health,1508035,Tracuateua,1.4443490959861933e-05,41,9773.0,step_240
health,1508050,Trairão,6.835874063356342e-05,31,6744.0,step_240
health,1508084,Tucumã,8.513354636296516e-06,69,18469.0,step_240
health,1508100,Tucuruí,5.910587330664731e-06,158,44448.0,step_240
health,1508126,Ulianópolis,8.708473885359974e-06,50,17003.0,step_240
health,1508159,Uruará,0.00010377990917863494,64,15110.0,step_240
health,1508209,Vigia,1.2671900811009593e-05,100,24110.0,step_240
health,1508308,Viseu,1.1486738461952313e-05,113,24311.0,step_240
health,1508357,Vitória do Xingu,3.23275707594777e-05,36,6678.0,step_240
health,1508407,Xinguara,1.7158734312583962e-05,92,25086.0,step_240
specialized_justice,1500107,Abaetetuba,2.0807673426197172e-06,189,61390.0,step_240
specialized_justice,1500131,Abel Figueiredo,1.4463282065819502e-06,11,2904.0,step_240
specialized_justice,1500206,Acará,2.069033140772151e-06,128,21279.0,step_240
specialized_justice,1500347,Água Azul do Norte,1.4463282065819505e-06,38,7078.0,step_240
specialized_justice,1500404,Alenquer,0.0,64,24692.0,step_240
specialized_justice,1500503,Almeirim,0.0,44,12803.0,step_240
specialized_justice,1500602,Altamira,0.0,254,57798.0,step_240
specialized_justice,1500701,Anajás,0.0,11,6120.0,step_240
specialized_justice,1500800,Ananindeua,2.080767342619717e-06,637,216395.0,step_240
specialized_justice,1500859,Anapu,0.0,42,11682.0,step_240
specialized_justice,1500909,Augusto Corrêa,2.0807673426197176e-06,85,19652.0,step_240
specialized_justice,1500958,Aurora do Pará,2.0807673426197172e-06,40,9167.0,step_240
specialized_justice,1501006,Aveiro,1.1196181753309975e-07,24,4724.0,step_240
specialized_justice,1501105,Bagre,0.0,18,6788.0,step_240
specialized_justice,1501204,Baião,1.4741529714700266e-06,61,20104.0,step_240
specialized_justice,1501253,Bannach,7.32306506619559e-07,11,1582.0,step_240
specialized_justice,1501303,Barcarena,2.021437706651568e-06,238,57552.0,step_240
specialized_justice,1501402,Belém,2.075301325915796e-06,1874,637628.0,step_240
specialized_justice,1501451,Belterra,5.135025495401586e-06,43,7617.0,step_240
specialized_justice,1501501,Benevides,2.0807673426197176e-06,181,30532.0,step_240
specialized_justice,1501576,Bom Jesus do Tocantins,1.4463282065819502e-06,35,7433.0,step_240
specialized_justice,1501600,Bonito,2.0807673426197172e-06,26,5332.0,step_240
specialized_justice,1501709,Bragança,2.0478856201291707e-06,195,55750.0,step_240
specialized_justice,1501725,Brasil Novo,0.0,37,8590.0,step_240
specialized_justice,1501758,Brejo Grande do Araguaia,1.4463282065819505e-06,17,2980.0,step_240
specialized_justice,1501782,Breu Branco,1.4463282065819507e-06,79,20704.0,step_240
specialized_justice,1501808,Breves,0.0,64,28887.0,step_240
specialized_justice,1501907,Bujaru,2.080767342619717e-06,39,7707.0,step_240
specialized_justice,1501956,Cachoeira do Piriá,1.953734266851287e-06,46,8304.0,step_240
specialized_justice,1502004,Cachoeira do Arari,0.0,26,7539.0,step_240
specialized_justice,1502103,Cametá,4.6239817900959214e-07,139,42529.0,step_240
specialized_justice,1502152,Canaã dos Carajás,1.4463282065819502e-06,108,36539.0,step_240
specialized_justice,1502202,Capanema,2.080767342619717e-06,118,35064.0,step_240
specialized_justice,1502301,Capitão Poço,2.0807673426197172e-06,132,25741.0,step_240
specialized_justice,1502400,Castanhal,2.0807673426197172e-06,340,97495.0,step_240
specialized_justice,1502509,Chaves,0.0,4,2317.0,step_240
specialized_justice,1502608,Colares,2.0807673426197172e-06,33,6118.0,step_240
specialized_justice,1502707,Conceição do Araguaia,0.0,79,20299.0,step_240
specialized_justice,1502756,Concórdia do Pará,2.080767342619717e-06,66,12238.0,step_240
specialized_justice,1502764,Cumaru do Norte,0.0,20,4478.0,step_240
specialized_justice,1502772,Curionópolis,1.4463282065819505e-06,49,9754.0,step_240
specialized_justice,1502806,Curralinho,0.0,12,6588.0,step_240
specialized_justice,1502855,Curuá,0.0,27,4836.0,step_240
specialized_justice,1502905,Curuçá,1.971627773177808e-06,87,19885.0,step_240
specialized_justice,1502939,Dom Eliseu,1.4463282065819505e-06,69,29239.0,step_240
specialized_justice,1502954,Eldorado do Carajás,1.4463282065819505e-06,55,12850.0,step_240
specialized_justice,1503002,Faro,0.0,21,3965.0,step_240
specialized_justice,1503044,Floresta do Araguaia,1.0560171656086224e-06,31,7174.0,step_240
specialized_justice,1503077,Garrafão do Norte,2.0513635641633015e-06,52,10813.0,step_240
specialized_justice,1503093,Goianésia do Pará,1.4670527981556148e-06,50,11198.0,step_240
specialized_justice,1503101,Gurupá,0.0,14,6475.0,step_240
specialized_justice,1503200,Igarapé-Açu,2.0807673426197172e-06,61,16638.0,step_240
specialized_justice,1503309,Igarapé-Miri,2.0615667811263125e-06,52,16689.0,step_240
specialized_justice,1503408,Inhangapi,2.0807673426197172e-06,27,4748.0,step_240
specialized_justice,1503457,Ipixuna do Pará,1.8806823464766868e-06,63,11531.0,step_240
specialized_justice,1503507,Irituia,2.0807673426197172e-06,80,12734.0,step_240
specialized_justice,1503606,Itaituba,0.0,202,58684.0,step_240
specialized_justice,1503705,Itupiranga,1.4463282065819502e-06,94,19975.0,step_240
specialized_justice,1503754,Jacareacanga,0.0,23,5495.0,step_240
specialized_justice,1503804,Jacundá,1.4167146069385855e-06,86,18315.0,step_240
specialized_justice,1503903,Juruti,0.0,50,17868.0,step_240
specialized_justice,1504000,Limoeiro do Ajuru,0.0,11,4370.0,step_240
specialized_justice,1504059,Mãe do Rio,2.0807673426197172e-06,46,17225.0,step_240
specialized_justice,1504109,Magalhães Barata,2.0807673426197176e-06,20,3887.0,step_240
specialized_justice,1504208,Marabá,1.4463282065819505e-06,474,127275.0,step_240
specialized_justice,1504307,Maracanã,1.9954461973718697e-06,81,12462.0,step_240
specialized_justice,1504406,Marapanim,2.057788317869275e-06,77,12496.0,step_240
specialized_justice,1504422,Marituba,2.0807673426197172e-06,218,53590.0,step_240
specialized_justice,1504455,Medicilândia,0.0,33,7996.0,step_240
specialized_justice,1504505,Melgaço,0.0,9,4937.0,step_240
specialized_justice,1504604,Mocajuba,1.9966262082593215e-06,36,11153.0,step_240
specialized_justice,1504703,Moju,2.0602234353880277e-06,134,28780.0,step_240
specialized_justice,1504752,Mojuí dos Campos,5.0049321756562715e-06,37,9118.0,step_240
specialized_justice,1504802,Monte Alegre,0.0,95,25730.0,step_240
specialized_justice,1504901,Muaná,0.0,25,10409.0,step_240
specialized_justice,1504950,Nova Esperança do Piriá,1.9470374232646276e-06,32,8302.0,step_240
specialized_justice,1504976,Nova Ipixuna,1.4463282065819507e-06,25,5349.0,step_240
specialized_justice,1505007,Nova Timboteua,2.0807673426197172e-06,31,5955.0,step_240
specialized_justice,1505031,Novo Progresso,0.0,57,15730.0,step_240
specialized_justice,1505064,Novo Repartimento,1.373143841518952e-06,93,21996.0,step_240
specialized_justice,1505106,Óbidos,0.0,74,18742.0,step_240
specialized_justice,1505205,Oeiras do Pará,0.0,50,10899.0,step_240
specialized_justice,1505304,Oriximiná,0.0,65,25385.0,step_240
specialized_justice,1505403,Ourém,2.0807673426197172e-06,47,8650.0,step_240
specialized_justice,1505437,Ourilândia do Norte,0.0,62,15106.0,step_240
specialized_justice,1505486,Pacajá,1.0896979351157106e-06,64,14166.0,step_240
specialized_justice,1505494,Palestina do Pará,1.4463282065819505e-06,13,2963.0,step_240
specialized_justice,1505502,Paragominas,1.9435519266823518e-06,198,51977.0,step_240
specialized_justice,1505536,Parauapebas,1.4405497972616537e-06,444,132408.0,step_240
specialized_justice,1505551,Pau D'Arco,1.299478790971139e-06,13,2610.0,step_240
specialized_justice,1505601,Peixe-Boi,2.0807673426197172e-06,22,4059.0,step_240
specialized_justice,1505635,Piçarra,1.4463282065819507e-06,28,4910.0,step_240
specialized_justice,1505650,Placas,5.135025495401584e-06,31,5696.0,step_240
specialized_justice,1505700,Ponta de Pedras,0.0,25,8042.0,step_240
specialized_justice,1505809,Portel,0.0,29,15599.0,step_240
specialized_justice,1505908,Porto de Moz,0.0,24,10600.0,step_240
specialized_justice,1506005,Prainha,1.3591499501103148e-07,49,12430.0,step_240
specialized_justice,1506104,Primavera,2.0807673426197172e-06,21,5030.0,step_240
specialized_justice,1506112,Quatipuru,2.080767342619717e-06,23,5675.0,step_240
specialized_justice,1506138,Redenção,8.34904274545054e-07,162,42397.0,step_240
specialized_justice,1506161,Rio Maria,1.4463282065819502e-06,31,8402.0,step_240
specialized_justice,1506187,Rondon do Pará,1.4463282065819502e-06,62,22229.0,step_240
specialized_justice,1506195,Rurópolis,4.987714793290423e-06,53,15024.0,step_240
specialized_justice,1506203,Salinópolis,2.0807673426197172e-06,73,21950.0,step_240
specialized_justice,1506302,Salvaterra,0.0,55,10910.0,step_240
specialized_justice,1506351,Santa Bárbara do Pará,2.0807673426197172e-06,44,10013.0,step_240
specialized_justice,1506401,Santa Cruz do Arari,0.0,8,2852.0,step_240
specialized_justice,1506500,Santa Izabel do Pará,2.0807673426197172e-06,115,32345.0,step_240
specialized_justice,1506559,Santa Luzia do Pará,2.0807673426197172e-06,46,8898.0,step_240
specialized_justice,1506583,Santa Maria das Barreiras,0.0,38,6519.0,step_240
specialized_justice,1506609,Santa Maria do Pará,2.0246732377588616e-06,56,12204.0,step_240
specialized_justice,1506708,Santana do Araguaia,0.0,73,14754.0,step_240
specialized_justice,1506807,Santarém,4.6962593200156185e-06,529,156731.0,step_240
specialized_justice,1506906,Santarém Novo,2.0807673426197172e-06,16,2457.0,step_240
specialized_justice,1507003,Santo Antônio do Tauá,2.0807673426197172e-06,55,13411.0,step_240
specialized_justice,1507102,São Caetano de Odivelas,2.0213774490485126e-06,42,7848.0,step_240
specialized_justice,1507151,São Domingos do Araguaia,1.4463282065819505e-06,33,9615.0,step_240
specialized_justice,1507201,São Domingos do Capim,2.0807673426197172e-06,44,10381.0,step_240
specialized_justice,1507300,São Félix do Xingu,1.5595210822225393e-08,128,25504.0,step_240
specialized_justice,1507409,São Francisco do Pará,1.944127090857823e-06,27,6944.0,step_240
specialized_justice,1507458,São Geraldo do Araguaia,1.3877129476380472e-06,47,10931.0,step_240
specialized_justice,1507466,São João da Ponta,1.8717547309922492e-06,18,2001.0,step_240
specialized_justice,1507474,São João de Pirabas,2.0807673426197172e-06,36,8770.0,step_240
specialized_justice,1507508,São João do Araguaia,1.4463282065819505e-06,33,5932.0,step_240
specialized_justice,1507607,São Miguel do Guamá,2.0807673426197172e-06,100,25115.0,step_240
specialized_justice,1507706,São Sebastião da Boa Vista,0.0,16,5557.0,step_240
specialized_justice,1507755,Sapucaia,1.4463282065819505e-06,11,2879.0,step_240
specialized_justice,1507805,Senador José Porfírio,0.0,31,6913.0,step_240
specialized_justice,1507904,Soure,0.0,32,12072.0,step_240
