municipality_code,municipality_name,accessibility_coverage_status,promethee_positive_flow,promethee_negative_flow,promethee_net_flow,promethee_rank,mean_pairwise_comparable_weight_fraction,coverage_limited_rank_flag,robustness_mean_rank,robustness_sd_rank,robustness_best_rank,robustness_worst_rank,robustness_top10_probability,robustness_top_quartile_probability,top_10,top_quartile
1507409,São Francisco do Pará,routing_ready_reachable,0.059749375791027,0.0804647606874918,-0.0207153848964647,94,0.9968919968919968,False,94.6902,16.773515551606934,41,134,0.0,0.0,False,False
1502756,Concórdia do Pará,routing_ready_reachable,0.0520709038757983,0.0742417708275212,-0.0221708669517228,95,0.9968919968919968,False,97.672,9.36707083351044,67,125,0.0,0.0,False,False
1506104,Primavera,routing_ready_reachable,0.0505570062813269,0.0756602913832285,-0.0251032851019016,96,0.9968919968919968,False,99.4586,8.287200132734737,75,125,0.0,0.0,False,False
1508357,Vitória do Xingu,routing_ready_reachable,0.0962622317881714,0.1249520152096102,-0.0286897834214388,97,0.9968919968919968,False,82.2379,33.103868408238945,8,129,0.0003,0.0745,False,False
1505601,Peixe-Boi,routing_ready_reachable,0.051138074272636,0.0823985802204609,-0.0312605059478248,98,0.9968919968919968,False,102.5817,11.361774734169032,62,132,0.0,0.0,False,False
1502855,Curuá,routing_ready_reachable,0.0964051062951741,0.1310127407322546,-0.0346076344370804,99,0.9968919968919968,False,85.7161,33.82393975854971,9,136,0.0006,0.0953,False,False
1506351,Santa Bárbara do Pará,routing_ready_reachable,0.0489453936097278,0.0847357898952142,-0.0357903962854864,100,0.9968919968919968,False,105.2832,9.830279637935163,73,132,0.0,0.0,False,False
1507003,Santo Antônio do Tauá,routing_ready_reachable,0.0485768254813476,0.0852089144804034,-0.0366320889990557,101,0.9968919968919968,False,105.8479,9.536559420986215,77,132,0.0,0.0,False,False
1506112,Quatipuru,routing_ready_reachable,0.047094787326246,0.085810061980371,-0.0387152746541249,102,0.9968919968919968,False,105.2143,10.991650263268085,63,135,0.0,0.0,False,False
1508209,Vigia,routing_ready_reachable,0.0464560128898402,0.0861269981076777,-0.0396709852178375,103,0.9968919968919968,False,107.0556,8.452852100918305,79,132,0.0,0.0,False,False
