service_id,service_name,service_type,provider_source,municipality_code,municipality_name,address_public,latitude,longitude,capacity,capacity_type,capacity_source,reference_date,validation_status,redistribution_status,functional_records,service_ids,service_names
TJPA-VARA-DE-VIOL-NCIA-DOM-STICA-E-FAMILIAR-CONTRA-A-MULHER-DE-ANANINDEUA-ANANINDEUA,VARA DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE ANANINDEUA,specialized_justice,TJPA,,Ananindeua,"Casa da Mulher Brasileira, Av. Claude Saunders, 28, Maguari, Ananindeua - PA, CEP 67145-200",-1.3653,-48.3752,,,,2026-08-20,function_validated_from_official_tjpa_directory|manual_operational_coordinates_accepted_2026-08-21,review_required,1,TJPA-VARA-DE-VIOL-NCIA-DOM-STICA-E-FAMILIAR-CONTRA-A-MULHER-DE-ANANINDEUA-ANANINDEUA,VARA DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE ANANINDEUA
TJPA-SECRETARIA-DA-1-VARA-VIOL-NCIA-DOM-STICA-E-FAMILIAR-CONTRA-A-MULHER-BEL-M,SECRETARIA DA 1ª VARA VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER,specialized_justice,TJPA,,Belém,"Rua Tomázia Perdigão, 310, Fórum Criminal da Capital, Cidade Velha, Belém - PA",-1.4552,-48.5028,,,,2026-08-20,function_validated_from_official_tjpa_directory|manual_operational_coordinates_accepted_2026-08-21,review_required,4,TJPA-SECRETARIA-DA-1-VARA-VIOL-NCIA-DOM-STICA-E-FAMILIAR-CONTRA-A-MULHER-BEL-M | TJPA-SECRETARIA-DA-2-VARA-VIOL-NCIA-DOM-STICA-E-FAMILIAR-CONTRA-A-MULHER-BEL-M | TJPA-SECRETARIA-DA-3-VARA-VIOL-NCIA-DOM-STICA-E-FAMILIAR-CONTRA-A-MULHER-BEL-M | TJPA-SECRETARIA-DA-4-VARA-DE-VIOL-NCIA-DOM-STICA-E-FAMILIAR-CONTRA-A-MULHER-DA-COMARCA-DE-BEL-M-BEL-M,SECRETARIA DA 1ª VARA VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER | SECRETARIA DA 2ª VARA VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER | SECRETARIA DA 3ª VARA VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER | SECRETARIA DA 4ª VARA DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DA COMARCA DE BELÉM
TJPA-VARA-DE-VIOLENCIA-DOMESTICA-E-FAMILIAR-CONTRA-A-MULHER-DISTRITAL-DE-ICOARACI-BEL-M,VARA DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER DISTRITAL DE ICOARACI,specialized_justice,TJPA,,Belém,"Rua Manoel Barata, 1107, Ponta Grossa, Icoaraci, Belém - PA",-1.304187,-48.487069,,,,2026-08-20,function_validated_from_official_tjpa_directory,review_required,1,TJPA-VARA-DE-VIOLENCIA-DOMESTICA-E-FAMILIAR-CONTRA-A-MULHER-DISTRITAL-DE-ICOARACI-BEL-M,VARA DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER DISTRITAL DE ICOARACI
TJPA-VARA-DE-COMBATE-VIOL-NCIA-DOM-STICA-E-FAMILIAR-CONTRA-A-MULHER-DE-CASTANHAL-PA-CASTANHAL,VARA DE COMBATE À VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE CASTANHAL-PA,specialized_justice,TJPA,,Castanhal,"Av. Presidente Vargas, 2639, Centro, Castanhal - PA",-1.2974,-47.9221,,,,2026-08-20,function_validated_from_official_tjpa_directory|manual_operational_coordinates_accepted_2026-08-21,review_required,1,TJPA-VARA-DE-COMBATE-VIOL-NCIA-DOM-STICA-E-FAMILIAR-CONTRA-A-MULHER-DE-CASTANHAL-PA-CASTANHAL,VARA DE COMBATE À VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE CASTANHAL-PA
TJPA-VARA-DE-VIOL-NCIA-DOMESTICA-E-FAMILIAR-CONTRA-A-MULHER-DE-MARAB-MARAB,VARA DE VIOLÊNCIA DOMESTICA E FAMILIAR CONTRA A MULHER DE MARABÁ,specialized_justice,TJPA,,Marabá,"Rodovia Transamazônica, s/n, Bairro Amapá, Marabá - PA, CEP 68508-970",-5.359124,-49.122422,,,,2026-08-20,function_validated_from_official_tjpa_directory,review_required,1,TJPA-VARA-DE-VIOL-NCIA-DOMESTICA-E-FAMILIAR-CONTRA-A-MULHER-DE-MARAB-MARAB,VARA DE VIOLÊNCIA DOMESTICA E FAMILIAR CONTRA A MULHER DE MARABÁ
TJPA-VARA-DO-JUIZADO-ESPECIAL-DE-VIOL-NCIA-DOM-STICA-E-FAMILIAR-CONTRA-A-MULHER-DE-SANTAR-M-SANTAR-M,VARA DO JUIZADO ESPECIAL DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE SANTARÉM,specialized_justice,TJPA,,Santarém,"Av. Mendonça Furtado, s/n, Bairro Liberdade, Santarém - PA, CEP 68040-050",-2.426636,-54.73344,,,,2026-08-20,function_validated_from_official_tjpa_directory,review_required,1,TJPA-VARA-DO-JUIZADO-ESPECIAL-DE-VIOL-NCIA-DOM-STICA-E-FAMILIAR-CONTRA-A-MULHER-DE-SANTAR-M-SANTAR-M,VARA DO JUIZADO ESPECIAL DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE SANTARÉM
CREAS-15003498246,CREAS DANIEL BRITO DIAS,creas,MDS/SAGI,150034.0,Água Azul do Norte,AV Carajás - 00,-6.80566636234563,-50.48170566558839,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15003498246,CREAS DANIEL BRITO DIAS
CREAS-15004093830,CREAS,creas,MDS/SAGI,150040.0,Alenquer,Nossa Senhora do Perpetuo Socorro - 00,-1.9403895946033929,-54.735689163208015,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15004093830,CREAS
CREAS-15007097832,CREAS,creas,MDS/SAGI,150070.0,Anajás,MAGALHÂES BARATA - 00,-0.9844081039562796,-49.944620132446296,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15007097832,CREAS
CREAS-15008097774,CREAS II,creas,MDS/SAGI,150080.0,Ananindeua,JULIA CORDEIRO - 170,-1.3697702039774933,-48.37670803070069,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15008097774,CREAS II
CREAS-15008594224,CREAS,creas,MDS/SAGI,150085.0,Anapu,Presidente Kennedy - 17,-3.4704568730068006,-51.20699644088746,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15008594224,CREAS
CREAS-15009094050,CREAS AUGUSTO CORRÊA,creas,MDS/SAGI,150090.0,Augusto Corrêa,JOSÉ LAURO DA COSTA - 352,-1.0234851074584004,-46.63765919201978,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15009094050,CREAS AUGUSTO CORRÊA
CREAS-15010093824,CREAS ALONSO DE ALMEIDA SENA,creas,MDS/SAGI,150100.0,Aveiro,HUMBERTO DE ABREU FRAZAO - 0,-3.606,-55.332,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15010093824,CREAS ALONSO DE ALMEIDA SENA
CREAS-15011099160,CREAS,creas,MDS/SAGI,150110.0,Bagre,25 DE MARÇO - 1,-1.9,-50.164,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15011099160,CREAS
CREAS-15012094514,CREAS RENASCER,creas,MDS/SAGI,150120.0,Baião,OSVALDO PAIXÃO - 00,-2.7937755152385053,-49.67290163040161,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15012094514,CREAS RENASCER
CREAS-15014098038,CREAS ICOARACI - JOSÉ CARLOS PACHECO DIAS,creas,MDS/SAGI,150140.0,Belém,SIQUEIRA MENDES - 811,-1.3029267355242622,-48.489251138037176,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15014098038,CREAS ICOARACI - JOSÉ CARLOS PACHECO DIAS
CREAS-15014098040,CREAS MOSQUEIRO - MARIALVA CASANOVA GUIMARÃES,creas,MDS/SAGI,150140.0,Belém,Comandante Ernesto Dias - 655,-1.162171087012967,-48.47176551818848,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15014098040,CREAS MOSQUEIRO - MARIALVA CASANOVA GUIMARÃES
CREAS-15014599551,CREAS,creas,MDS/SAGI,150145.0,Belterra,PINDOBAL - 1,-2.636,-54.937,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15014599551,CREAS
CREAS-15015094104,CREAS RENASCER,creas,MDS/SAGI,150150.0,Benevides,APOLINÁRIO MENDES - 639,-1.365308279424019,-48.2402801513672,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15015094104,CREAS RENASCER
CREAS-15015798954,CREAS,creas,MDS/SAGI,150157.0,Bom Jesus do Tocantins,SETE DE SETEMBRO - 658,-5.046946304921942,-48.59694957733155,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15015798954,CREAS
CREAS-15016099373,CREAS,creas,MDS/SAGI,150160.0,Bonito,Padre Angelo Bernardes - 119,-1.3618974757414526,-47.303159236907966,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15016099373,CREAS
CREAS-15017296106,CREAS,creas,MDS/SAGI,150172.0,Brasil Novo,CASTELO BRANCO - 660,-3.301322911923635,-52.54112720489503,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15017296106,CREAS
CREAS-15017599004,"CREAS - Centro de Referência Especializado de Assistência Social ""BOM CONSELHO""",creas,MDS/SAGI,150175.0,Brejo Grande do Araguaia,Rua Estevão Rodrigues - 205,-5.701697160752696,-48.40666294097901,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15017599004,"CREAS - Centro de Referência Especializado de Assistência Social ""BOM CONSELHO"""
CREAS-15020099044,CREAS Padre Giovanni Gallo,creas,MDS/SAGI,150200.0,Cachoeira do Arari,SETE DE SETEMBRO - 00,-1.011741030425417,-48.95964860916138,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15020099044,CREAS Padre Giovanni Gallo
CREAS-15025098010,CREAS,creas,MDS/SAGI,150250.0,Chaves,Bom Pastor - 195,-0.1646444915774167,-49.98727798461915,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15025098010,CREAS
CREAS-15027593910,CREAS,creas,MDS/SAGI,150275.0,Concórdia do Pará,bezerra de meneses - 0,-1.9915360175245336,-47.947103977203376,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15027593910,CREAS
CREAS-15027698906,CREAS -CASA DE ATENDIMENTO ESPECIALIZADO À FAMÍLIA E INDIVÍDUOS,creas,MDS/SAGI,150276.0,Cumaru do Norte,Maranhao - 0,-7.812338513777153,-50.763528347597465,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15027698906,CREAS -CASA DE ATENDIMENTO ESPECIALIZADO À FAMÍLIA E INDIVÍDUOS
CREAS-15027799218,CREAS,creas,MDS/SAGI,150277.0,Curionópolis,CEDRO - 200,-6.094747520780239,-49.605889320373535,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15027799218,CREAS
CREAS-15028097694,CREAS,creas,MDS/SAGI,150280.0,Curralinho,Dom Orione - 0,-1.8122916659714872,-49.79525327682496,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15028097694,CREAS
CREAS-15028598856,CREAS,creas,MDS/SAGI,150285.0,Curuá,Frei Rodolfo Hartmann - 00,-1.891375501322465,-55.11717438697816,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15028598856,CREAS
CREAS-15029597890,CREAS VIDA SERENA,creas,MDS/SAGI,150295.0,Eldorado Dos Carajás,Irmã Adelaide Molinari - 58,-6.102324018172105,-49.37320232391358,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15029597890,CREAS VIDA SERENA
CREAS-15030098868,CREAS LAR ESTRELA DA MANHÂ,creas,MDS/SAGI,150300.0,Faro,TV. JOSE LUCIO DE OLIVEIRA CAMPOS - 00,-2.173009629141865,-56.74144238233567,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15030098868,CREAS LAR ESTRELA DA MANHÂ
CREAS-15030498886,CREAS NOVA VIDA,creas,MDS/SAGI,150304.0,Floresta do Araguaia,DONA PAULA - 178,-7.563587857153735,-49.706954956054695,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15030498886,CREAS NOVA VIDA
CREAS-15030797192,CREAS - CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL,creas,MDS/SAGI,150307.0,Garrafão do Norte,JOSÉ MALCHER - 00,-1.935092580371756,-47.04942226409913,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15030797192,CREAS - CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL
CREAS-15031098106,CREAS,creas,MDS/SAGI,150310.0,Gurupá,TIRADENTES - 0,-1.409069100642543,-51.64488315582276,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15031098106,CREAS
CREAS-15032094238,CREAS,creas,MDS/SAGI,150320.0,Igarapé-açu,RUA MARECHAL RONDON - 2348,-1.1285201122946549,-47.62566268444061,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15032094238,CREAS
CREAS-15037096062,CREAS,creas,MDS/SAGI,150370.0,Itupiranga,31 DE MARÇO - 154,-5.133165193816559,-49.33096289634705,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15037096062,CREAS
CREAS-15039098748,CREAS,creas,MDS/SAGI,150390.0,Juruti,ANTONIO RODRIGUES - 0,-2.160918836804048,-56.09777927398682,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15039098748,CREAS
CREAS-15040094004,CREAS - CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL - CREAS,creas,MDS/SAGI,150400.0,Limoeiro do Ajuru,NOVA I - 80,-1.896447468616928,-49.380841255188,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15040094004,CREAS - CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL - CREAS
CREAS-15041098950,CREAS - MAGALHÃES BARATA,creas,MDS/SAGI,150410.0,Magalhães Barata,LAURO SODRE - 0,-0.7938721446263419,-47.59956333748051,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15041098950,CREAS - MAGALHÃES BARATA
CREAS-15042099821,CREAS NOVA MARABÁ,creas,MDS/SAGI,150420.0,Marabá,"FOLHA 30 , LOTE 40 , QUADRA 01 - 01",-5.3524,-49.1232,,,,2026-08-19,official_sagi_unit_requires_geocoding|manual_operational_coordinates_accepted_2026-08-21,review_required,1,CREAS-15042099821,CREAS NOVA MARABÁ
CREAS-15043094670,CREAS SÃO MIGUEL ARCANJO,creas,MDS/SAGI,150430.0,Maracanã,rua espirito santo - 0,-0.7647373105963997,-47.45407962851459,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15043094670,CREAS SÃO MIGUEL ARCANJO
CREAS-15044097790,CREAS MARIZA DE JESUS ALVES E SILVA,creas,MDS/SAGI,150440.0,Marapanim,15 de agosto - 00,-0.7122047114811324,-47.70031929016113,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15044097790,CREAS MARIZA DE JESUS ALVES E SILVA
CREAS-15044594176,CREAS,creas,MDS/SAGI,150445.0,Medicilândia,Benedito do Vale - 1014,-3.445568456000536,-52.88792610168458,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15044594176,CREAS
CREAS-15045093718,CREAS,creas,MDS/SAGI,150450.0,Melgaço,SETE DESETEMBRO - 576,-1.8055787616476688,-50.71962833404541,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15045093718,CREAS
CREAS-15046093954,CREAS,creas,MDS/SAGI,150460.0,Mocajuba,Alameda B - 4,-2.5810638990583428,-49.50761318206788,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15046093954,CREAS
CREAS-15047599246,CREAS MUNICIPAL,creas,MDS/SAGI,150475.0,Mojui dos Campos,ANTÔNIO WALFREDO - 001,-2.6811817,-54.6369029,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15047599246,CREAS MUNICIPAL
CREAS-15048097912,CREAS,creas,MDS/SAGI,150480.0,Monte Alegre,NILO PEÇANHA - 120,-2.0061,-54.0722,,,,2026-08-19,official_sagi_unit_requires_geocoding|manual_operational_coordinates_accepted_2026-08-21,review_required,1,CREAS-15048097912,CREAS
CREAS-15049594260,CREAS RENASCER - NEP,creas,MDS/SAGI,150495.0,Nova Esperança do Piriá,PROFESSORA ANELI GOMES ROCHA - 0,-2.267352502506749,-46.96343868970872,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15049594260,CREAS RENASCER - NEP
CREAS-15049799276,CREAS,creas,MDS/SAGI,150497.0,Nova Ipixuna,MANOEL DOS REIS - 39,-4.922182257826552,-49.07528400421143,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15049799276,CREAS
CREAS-15050098876,CREAS CASA DA ESPERANÇA,creas,MDS/SAGI,150500.0,Nova Timboteua,MAGALHAES BARATA - 1251,-1.2048238606226411,-47.38753080368043,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15050098876,CREAS CASA DA ESPERANÇA
CREAS-15050397589,CREAS AMIGO DO BEM,creas,MDS/SAGI,150503.0,Novo Progresso,TIRADENTES - 608,-7.042748215875857,-55.41239976882935,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15050397589,CREAS AMIGO DO BEM
CREAS-15052098116,CREAS,creas,MDS/SAGI,150520.0,Oeiras do Pará,Jonnatas Athias - 000,-2.003266232728721,-49.85960304748005,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15052098116,CREAS
CREAS-15054099012,CREAS MARIA LÚCIA SERRA DE SOUZA,creas,MDS/SAGI,150540.0,Ourém,LAZARO PICANCO - 00,-1.5488835798473852,-47.11697101593018,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15054099012,CREAS MARIA LÚCIA SERRA DE SOUZA
CREAS-15054397708,CREAS IRMÃ TEREZINHA BACK,creas,MDS/SAGI,150543.0,Ourilândia do Norte,25 - 0000,-6.747634675312324,-51.0826063156128,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15054397708,CREAS IRMÃ TEREZINHA BACK
CREAS-15054896362,CREAS,creas,MDS/SAGI,150548.0,Pacajá,13 de Abril - 114,-3.8371291213227408,-50.63663005828858,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15054896362,CREAS
CREAS-15056099363,CREAS PEIXE-BOI,creas,MDS/SAGI,150560.0,Peixe-boi,JOÃO GOMES PEDROSA - 0,-1.1934645115400184,-47.3148536682129,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15056099363,CREAS PEIXE-BOI
CREAS-15056597800,CREAS,creas,MDS/SAGI,150565.0,Placas,Samuel Bomfim - 70,-3.869885134695503,-54.21683835957084,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15056597800,CREAS
CREAS-15057094812,CREAS - GUIDO MARINHO,creas,MDS/SAGI,150570.0,Ponta de Pedras,Mangabeira - 336,-1.397592689256908,-48.85461330413819,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15057094812,CREAS - GUIDO MARINHO
CREAS-15059094108,CREAS - Espaço Porto Viver,creas,MDS/SAGI,150590.0,Porto de Moz,Professora Nazaré Felix - 00,-2.18459286401142,-52.5477505235705,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15059094108,CREAS - Espaço Porto Viver
CREAS-15061099290,CREAS MUNICIPAL DE PRIMAVERA,creas,MDS/SAGI,150610.0,Primavera,MILTON QUEIROZ - 527,-0.943,-47.116,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15061099290,CREAS MUNICIPAL DE PRIMAVERA
CREAS-15061198936,CREAS ARACELI CABRERA,creas,MDS/SAGI,150611.0,Quatipuru,Santa Maria - 18,-0.9003912335433483,-47.0061206817627,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15061198936,CREAS ARACELI CABRERA
CREAS-15061698920,CREAS Augusto Marques de Souza,creas,MDS/SAGI,150616.0,Rio Maria,9 - 19,-7.32091423753412,-50.05355000495911,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15061698920,CREAS Augusto Marques de Souza
CREAS-15061898248,CREAS,creas,MDS/SAGI,150618.0,Rondon do Pará,CESAR BRASIL - 399,-4.778832410437753,-48.065734863084806,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15061898248,CREAS
CREAS-15061999002,CREAS,creas,MDS/SAGI,150619.0,Rurópolis,MÁRIO ANDREAZZA - 380,-4.095873665802003,-54.9078941353946,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15061999002,CREAS
CREAS-15062093670,CREAS SAL,creas,MDS/SAGI,150620.0,Salinópolis,Ana Bela Flor - 775,-0.6268237659822651,-47.35214643180372,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15062093670,CREAS SAL
CREAS-15063097232,CREAS RECONSTRUINDO LAÇOS FAMILIARES,creas,MDS/SAGI,150630.0,Salvaterra,VICTOR ENGELHARD - 0,-0.757026103053063,-48.51405858993531,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15063097232,CREAS RECONSTRUINDO LAÇOS FAMILIARES
CREAS-15063599324,CREAS,creas,MDS/SAGI,150635.0,Santa Bárbara do Pará,MARINA THAMER - 0,-1.2230158826794189,-48.29641342163087,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15063599324,CREAS
CREAS-15065598970,CREAS,creas,MDS/SAGI,150655.0,Santa Luzia do Pará,Fernando Ferrari - 374,-1.525026943070704,-46.89690756738856,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15065598970,CREAS
CREAS-15067093826,CREAS - Centro de Referência Especializada de Assistência Social,creas,MDS/SAGI,150670.0,Santana do Araguaia,Gilberto Carveli - Praça Três Poderes - 0,-9.339029372769652,-50.33575763372938,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15067093826,CREAS - Centro de Referência Especializada de Assistência Social
CREAS-15069099286,CREAS COSTRUINDO LAÇOS/SANTARÉM NOVO-PÁ,creas,MDS/SAGI,150690.0,Santarém Novo,DO BACURI - 00,-0.9300741351955636,-47.39827036857606,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15069099286,CREAS COSTRUINDO LAÇOS/SANTARÉM NOVO-PÁ
CREAS-15070093664,CREAS,creas,MDS/SAGI,150700.0,Santo Antônio do Tauá,SANTA RITA DE CASSIA - 00,-1.1540443130079308,-48.13374280929565,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15070093664,CREAS
CREAS-15071098874,CREAS SÃO CAETANO,creas,MDS/SAGI,150710.0,São Caetano de Odivelas,JOÃO BRÁS DE SOUZA - 07,-0.7481004814423918,-48.01995277404786,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15071098874,CREAS SÃO CAETANO
CREAS-15071594810,CREAS,creas,MDS/SAGI,150715.0,São Domingos do Araguaia,DUQUE DE CAXIAS - 0,-5.55442344812006,-48.7300257680181,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15071594810,CREAS
CREAS-15074098946,CREAS MARIA SAKATA,creas,MDS/SAGI,150740.0,São Francisco do Pará,CELSO MACHADO - 119,-1.1721508568407886,-47.79481887817384,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15074098946,CREAS MARIA SAKATA
CREAS-15074699278,CREAS,creas,MDS/SAGI,150746.0,São João da Ponta,Independência - 17,-0.8519240210163397,-47.9225778579712,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15074699278,CREAS
CREAS-15074798138,CREAS - CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL,creas,MDS/SAGI,150747.0,São João de Pirabas,TRAVESSA DAS MERCES - 204,-0.7766581144804718,-47.17610836029053,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15074798138,CREAS - CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL
CREAS-15075098880,CREAS,creas,MDS/SAGI,150750.0,São João do Araguaia,AVENIDA LUIS LOPES RIBEIRO - 0,-5.361960106018676,-48.79120588302612,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15075098880,CREAS
CREAS-15077095858,CREAS - MARIA IRAILDE DE OLIVEIRA CHAVES,creas,MDS/SAGI,150770.0,São Sebastião da Boa Vista,GABRIEL MARQUES - 0,-1.716311434534633,-49.53120321035386,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15077095858,CREAS - MARIA IRAILDE DE OLIVEIRA CHAVES
CREAS-15079096256,CREAS MUNICIPAL DE SOURE,creas,MDS/SAGI,150790.0,Soure,ENTRE SEGUNDA E TERCEIRA RUAS - 237,-0.7282752380381614,-48.52010965347291,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15079096256,CREAS MUNICIPAL DE SOURE
CREAS-15079799294,CREAS - GLAUCIENE GATO SILVEIRA,creas,MDS/SAGI,150797.0,Terra Santa,JOÃO ELEUTÉRIO - 138,-2.093759729894274,-56.49088382720948,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15079799294,CREAS - GLAUCIENE GATO SILVEIRA
CREAS-15080093956,CREAS CENTRO DE REFERENCIA ESPECIALIZADO DA ASSISTENCIA SOCIAL,creas,MDS/SAGI,150800.0,Tomé-açu,PARMALAT - 0,-2.414035319787462,-48.15815949492391,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15080093956,CREAS CENTRO DE REFERENCIA ESPECIALIZADO DA ASSISTENCIA SOCIAL
CREAS-15080893952,CREAS -MARIA EDITE WOBETTO CARRAVETTA,creas,MDS/SAGI,150808.0,Tucumã,DO CAFÉ - 01,-6.753814257889607,-51.157611608505256,,,,2026-08-19,official_sagi_georeference_requires_routing_validation,review_required,1,CREAS-15080893952,CREAS -MARIA EDITE WOBETTO CARRAVETTA
