municipality_code,municipality_name,som_profile,promethee_rank,promethee_net_flow,top_10,top_quartile,robustness_top_quartile_probability,e2sfca_score__creas,e2sfca_score__health,e2sfca_score__specialized_justice,e2sfca_score__specialized_security,e2sfca_percentile__creas,e2sfca_percentile__health,e2sfca_percentile__specialized_justice,e2sfca_percentile__specialized_security,e2sfca_services_observed,e2sfca_complete_service_coverage,e2sfca_mean_within_service_percentile_complete_only,integrated_descriptive_pattern,promethee_top_quartile_and_lower_e2sfca
1503002,Faro,4,60,0.0298574634959112,False,False,0.1546,0.0001554161117156,0.0,0.0,0.0,0.951048951048951,0.1048951048951049,0.24125874125874125,0.10139860139860139,4,True,0.34965034965034963,Lower E2SFCA accessibility quartile,False
1501782,Breu Branco,3,61,0.0282754958997749,False,False,0.0785,3.096273775345501e-05,9.506900292136832e-07,0.0,1.0286372613561551e-05,0.3146853146853147,0.23076923076923078,0.24125874125874125,0.8846153846153846,4,True,0.4178321678321678,Intermediate E2SFCA accessibility,False
1507201,São Domingos do Capim,3,62,0.0262748789894589,False,False,0.1606,3.404136970900555e-05,2.2067333263288125e-05,6.344938144983468e-07,3.462370694191104e-06,0.3776223776223776,0.7552447552447552,0.6083916083916084,0.46853146853146854,4,True,0.5524475524475525,Intermediate E2SFCA accessibility,False
1501956,Cachoeira do Piriá,3,63,0.0262739807049444,False,False,0.1042,4.419269785836176e-05,1.7606001528840955e-05,2.134150104809678e-07,2.098851365555692e-06,0.5384615384615384,0.6853146853146853,0.5384615384615384,0.2937062937062937,4,True,0.513986013986014,Intermediate E2SFCA accessibility,False
1507979,Terra Santa,2,64,0.0235380434844495,False,False,0.1243,0.0001580469050917,0.0,0.0,0.0,0.958041958041958,0.1048951048951049,0.24125874125874125,0.10139860139860139,4,True,0.3513986013986014,Lower E2SFCA accessibility quartile,False
1506187,Rondon do Pará,1,65,0.0216065136448735,False,False,0.0409,3.441408644393978e-05,4.040698568920748e-06,2.359598471891454e-06,2.473223750249536e-06,0.38461538461538464,0.2867132867132867,0.7482517482517482,0.32867132867132864,4,True,0.4370629370629371,Intermediate E2SFCA accessibility,False
1507151,São Domingos do Araguaia,3,66,0.0207350615002259,False,False,0.1072,4.8940113976549785e-05,4.264835892754648e-06,2.7304276122683573e-06,2.895334100573445e-06,0.6223776223776224,0.3356643356643357,0.9475524475524476,0.4195804195804196,4,True,0.5812937062937064,Intermediate E2SFCA accessibility,False
1503093,Goianésia do Pará,3,67,0.0153036040879273,False,False,0.0008,4.488543555491808e-05,4.060608386996283e-06,0.0,9.45748131809274e-06,0.5594405594405595,0.2937062937062937,0.24125874125874125,0.8531468531468531,4,True,0.4868881118881119,Intermediate E2SFCA accessibility,False
1506906,Santarém Novo,2,68,0.0118922976137057,False,False,0.0819,4.739300062407083e-05,1.2844014626926045e-05,8.248027809397345e-07,4.130176597898032e-06,0.6013986013986014,0.5804195804195804,0.6363636363636364,0.5594405594405595,4,True,0.5944055944055944,Intermediate E2SFCA accessibility,False
1503309,Igarapé-Miri,3,69,0.0115501194501297,False,False,0.0023,2.9283075685271205e-05,1.653287315474641e-05,1.7429073350082555e-06,3.365365245588262e-06,0.26573426573426573,0.6643356643356644,0.6993006993006993,0.46153846153846156,4,True,0.5227272727272727,Intermediate E2SFCA accessibility,False
1508035,Tracuateua,2,70,0.0105405011961246,False,False,0.0441,4.373313336922769e-05,1.134026059733717e-05,6.139298734186522e-07,3.919300990753173e-06,0.5314685314685315,0.5244755244755245,0.5734265734265734,0.5104895104895105,4,True,0.5349650349650349,Intermediate E2SFCA accessibility,False
1503507,Irituia,3,71,0.0102795586472822,False,False,0.0912,6.234801732051081e-05,2.4803337852970728e-05,9.71260757747662e-07,7.117349315776065e-06,0.7902097902097902,0.8321678321678322,0.6433566433566433,0.7832167832167832,4,True,0.7622377622377623,Higher E2SFCA accessibility quartile,False
1502772,Curionópolis,1,72,0.0092980632593199,False,False,0.1352,2.6872903411577903e-05,7.783919294110262e-06,2.647848552844616e-06,1.021832524328364e-05,0.20279720279720279,0.40559440559440557,0.8251748251748252,0.8741258741258742,4,True,0.5769230769230769,Intermediate E2SFCA accessibility,False
1500909,Augusto Corrêa,4,73,0.0085166444933417,False,False,0.0,3.793690274816092e-05,1.9514808440162928e-05,0.0,3.3053240369145604e-06,0.43356643356643354,0.7202797202797203,0.24125874125874125,0.44755244755244755,4,True,0.4606643356643356,Intermediate E2SFCA accessibility,False
1501907,Bujaru,3,74,0.0073292853630676,False,False,0.0456,2.817130831403884e-05,2.118815368678894e-05,2.686970589507237e-06,4.2314924798222695e-06,0.23776223776223776,0.7412587412587412,0.8461538461538461,0.5804195804195804,4,True,0.6013986013986014,Intermediate E2SFCA accessibility,False
1503457,Ipixuna do Pará,4,75,0.0070586908876918,False,False,0.0,4.03877843449695e-05,1.7976911010265237e-05,8.815118140842249e-08,6.5619496873552695e-06,0.44755244755244755,0.6993006993006993,0.5174825174825175,0.7482517482517482,4,True,0.6031468531468531,Intermediate E2SFCA accessibility,False
1508126,Ulianópolis,1,76,0.0065462724639297,False,False,0.0001,3.548572753512035e-05,0.0,0.0,6.275004720149372e-06,0.4125874125874126,0.1048951048951049,0.24125874125874125,0.7342657342657343,4,True,0.3732517482517482,Lower E2SFCA accessibility quartile,False
1504307,Maracanã,2,77,0.0063365415368734,False,False,0.0092,3.2729299337691886e-05,8.984003783924787e-06,1.1244964922059764e-06,2.445321697022553e-06,0.34265734265734266,0.45454545454545453,0.6573426573426573,0.32167832167832167,4,True,0.44405594405594406,Intermediate E2SFCA accessibility,False
1504950,Nova Esperança do Piriá,4,78,0.0016342859869448,False,False,0.0,2.997727982816258e-05,1.987287350166328e-05,0.0,1.9135481463509418e-06,0.2937062937062937,0.7342657342657343,0.24125874125874125,0.27972027972027974,4,True,0.38723776223776224,Intermediate E2SFCA accessibility,False
1504604,Mocajuba,3,79,0.0008603611837649,False,False,0.0,2.236730942419949e-05,1.2503364316562734e-05,0.0,1.729348087707284e-06,0.14685314685314685,0.5664335664335665,0.24125874125874125,0.2727272727272727,4,True,0.3068181818181818,Lower E2SFCA accessibility quartile,False
1508001,Tomé-Açu,4,80,-0.0022495292283392,False,False,0.0,1.8007983628796312e-05,1.4505538730857856e-05,5.587877930394591e-09,1.99013533247419e-07,0.06993006993006994,0.6293706293706294,0.4825174825174825,0.22377622377622378,4,True,0.35139860139860135,Lower E2SFCA accessibility quartile,False
