municipality_code,municipality_name,som_profile,promethee_rank,promethee_net_flow,top_10,top_quartile,robustness_top_quartile_probability,e2sfca_score__creas,e2sfca_score__health,e2sfca_score__specialized_justice,e2sfca_score__specialized_security,e2sfca_percentile__creas,e2sfca_percentile__health,e2sfca_percentile__specialized_justice,e2sfca_percentile__specialized_security,e2sfca_services_observed,e2sfca_complete_service_coverage,e2sfca_mean_within_service_percentile_complete_only,integrated_descriptive_pattern,promethee_top_quartile_and_lower_e2sfca
1507474,São João de Pirabas,2,92,-0.0190956498144693,False,False,0.0,4.1435955906231136e-05,9.736056015570223e-06,6.164167815770285e-07,3.921790598535326e-06,0.4825174825174825,0.4825174825174825,0.5944055944055944,0.5174825174825175,4,True,0.5192307692307692,Intermediate E2SFCA accessibility,False
1503903,Juruti,4,93,-0.0192650854942923,False,False,0.1473,4.254666147846263e-05,8.509332295692526e-05,0.0,0.0,0.5104895104895105,0.965034965034965,0.24125874125874125,0.10139860139860139,4,True,0.45454545454545453,Intermediate E2SFCA accessibility,False
1507409,São Francisco do Pará,2,94,-0.0207153848964647,False,False,0.0,5.008436108426829e-05,2.5211146454584123e-05,2.5292279106551725e-06,5.589658142988434e-06,0.6433566433566433,0.8391608391608392,0.7762237762237763,0.6713286713286714,4,True,0.7325174825174825,Higher E2SFCA accessibility quartile,False
1502756,Concórdia do Pará,3,95,-0.0221708669517228,False,False,0.0,3.269112121996385e-05,2.2528876001552416e-05,2.059634607635792e-06,6.82737980826524e-06,0.3356643356643357,0.7692307692307693,0.7132867132867133,0.7622377622377622,4,True,0.6451048951048951,Higher E2SFCA accessibility quartile,False
1506104,Primavera,2,96,-0.0251032851019016,False,False,0.0,4.6156364138430194e-05,9.969909037248864e-06,6.530453062619905e-07,3.958419123220287e-06,0.5734265734265734,0.48951048951048953,0.6153846153846154,0.5314685314685315,4,True,0.5524475524475525,Intermediate E2SFCA accessibility,False
1508357,Vitória do Xingu,3,97,-0.0286897834214388,False,False,0.0745,5.012111550730858e-05,4.125338968293261e-05,0.0,1.3476544075037398e-05,0.6503496503496503,0.9230769230769231,0.24125874125874125,0.9335664335664335,4,True,0.6870629370629371,Higher E2SFCA accessibility quartile,False
1505601,Peixe-Boi,2,98,-0.0312605059478248,False,False,0.0,5.51473076720622e-05,2.411871343667651e-05,1.390071862944307e-06,5.105858753547444e-06,0.7132867132867133,0.8041958041958042,0.6713286713286714,0.6503496503496503,4,True,0.7097902097902098,Higher E2SFCA accessibility quartile,False
1502855,Curuá,4,99,-0.0346076344370804,False,False,0.0953,5.939786799369012e-05,0.0,0.0,0.0,0.7482517482517482,0.1048951048951049,0.24125874125874125,0.10139860139860139,4,True,0.29895104895104896,Lower E2SFCA accessibility quartile,False
1506351,Santa Bárbara do Pará,3,100,-0.0357903962854864,False,False,0.0,2.729729209802334e-05,1.0806570961880824e-05,2.706991154683958e-06,5.050233767146898e-06,0.22377622377622378,0.5174825174825175,0.8951048951048951,0.6258741258741258,4,True,0.5655594405594405,Intermediate E2SFCA accessibility,False
1507003,Santo Antônio do Tauá,2,101,-0.0366320889990557,False,False,0.0,2.9644384174631105e-05,1.1618246969912187e-05,2.706991154683957e-06,4.610150288725208e-06,0.2867132867132867,0.5314685314685315,0.8636363636363636,0.5944055944055944,4,True,0.569055944055944,Intermediate E2SFCA accessibility,False
1506112,Quatipuru,2,102,-0.0387152746541249,False,False,0.0,3.665955695853737e-05,9.41236397994551e-06,6.164167815770284e-07,3.921790598535327e-06,0.4195804195804196,0.46853146853146854,0.5874125874125874,0.5244755244755245,4,True,0.5,Intermediate E2SFCA accessibility,False
1508209,Vigia,2,103,-0.0396709852178375,False,False,0.0,2.075864279105584e-05,7.625515893984084e-06,2.706991154683958e-06,3.0105465697785424e-06,0.11188811188811189,0.38461538461538464,0.8951048951048951,0.42657342657342656,4,True,0.4545454545454546,Intermediate E2SFCA accessibility,False
1504059,Mãe do Rio,2,104,-0.0432700393348272,False,False,0.0,5.0841714705205815e-05,2.241850241683033e-05,6.164167815770283e-07,7.930497779478886e-06,0.6643356643356644,0.7622377622377622,0.5804195804195804,0.8181818181818182,4,True,0.7062937062937064,Higher E2SFCA accessibility quartile,False
1506708,Santana do Araguaia,1,105,-0.0440317639312227,False,False,0.1759,5.040576641967841e-05,5.040576641967841e-05,0.0,0.0,0.6573426573426573,0.951048951048951,0.24125874125874125,0.10139860139860139,4,True,0.48776223776223776,Intermediate E2SFCA accessibility,False
1506203,Salinópolis,2,106,-0.0465445754759588,False,False,0.0,3.54336230903979e-05,9.395394183008284e-06,6.124851939040998e-07,3.917858693358702e-06,0.40559440559440557,0.46153846153846156,0.5664335664335665,0.5034965034965035,4,True,0.48426573426573427,Intermediate E2SFCA accessibility,False
1506195,Rurópolis,3,107,-0.0483237358608583,False,False,0.016,6.072383496753088e-05,0.000171229737232,0.0,0.0,0.7762237762237763,0.993006993006993,0.24125874125874125,0.10139860139860139,4,True,0.5279720279720279,Intermediate E2SFCA accessibility,False
1502103,Cametá,3,108,-0.0501082720650544,False,False,0.0908,4.2246484566005046e-05,2.994355103979736e-06,0.0,1.774481624799611e-05,0.4965034965034965,0.24475524475524477,0.24125874125874125,0.972027972027972,4,True,0.48863636363636365,Intermediate E2SFCA accessibility,False
1505007,Nova Timboteua,2,109,-0.0505385672378627,False,False,0.0,5.942507195539448e-05,2.740280066180079e-05,2.2701642990391974e-06,5.622152168507792e-06,0.7552447552447552,0.8531468531468531,0.7342657342657343,0.6783216783216783,4,True,0.7552447552447552,Higher E2SFCA accessibility quartile,False
1505908,Porto de Moz,4,110,-0.0507045249595508,False,False,0.0755,7.829547791997192e-09,9.435129812915556e-05,0.0,3.814116247652093e-09,0.02097902097902098,0.972027972027972,0.24125874125874125,0.20279720279720279,4,True,0.3592657342657342,Lower E2SFCA accessibility quartile,False
1505486,Pacajá,3,111,-0.0507736994530324,False,False,0.0907,6.399426411438909e-05,2.2770744147918755e-05,0.0,9.64302049330068e-07,0.8111888111888111,0.7832167832167832,0.24125874125874125,0.24475524475524477,4,True,0.5201048951048951,Intermediate E2SFCA accessibility,False
1503200,Igarapé-Açu,2,112,-0.0511478297722248,False,False,0.0,5.837142457102482e-05,2.793022430378103e-05,2.6559302957579413e-06,5.947337598175848e-06,0.7272727272727273,0.8811188811188811,0.8391608391608392,0.7062937062937062,4,True,0.7884615384615384,Higher E2SFCA accessibility quartile,False
1507607,São Miguel do Guamá,3,113,-0.0512126526526679,False,False,0.0,6.75998075969579e-05,2.757043416022442e-05,2.188563412750577e-06,1.0375340837163589e-05,0.8391608391608392,0.8601398601398601,0.7272727272727273,0.8951048951048951,4,True,0.8304195804195804,Higher E2SFCA accessibility quartile,False
1506609,Santa Maria do Pará,2,114,-0.051222359434999,False,False,0.0,6.339556489013707e-05,2.771211006513188e-05,2.634015073899705e-06,5.8212404443867815e-06,0.8041958041958042,0.8671328671328671,0.8111888111888111,0.6993006993006993,4,True,0.7954545454545454,Higher E2SFCA accessibility quartile,False
1506500,Santa Izabel do Pará,1,115,-0.0591047538289942,False,False,0.0,4.25426716886486e-05,1.4332140202318472e-05,2.706991154683957e-06,5.021985799034392e-06,0.5034965034965035,0.6223776223776224,0.8636363636363636,0.6153846153846154,4,True,0.6512237762237763,Higher E2SFCA accessibility quartile,False
1505437,Ourilândia do Norte,3,116,-0.0701765677607338,False,False,0.1032,5.987704225866269e-05,1.7967622607582314e-05,0.0,1.7702695935191895e-05,0.7692307692307693,0.6923076923076923,0.24125874125874125,0.965034965034965,4,True,0.666958041958042,Higher E2SFCA accessibility quartile,False
1501501,Benevides,1,117,-0.0704666382357022,False,False,0.0,3.1640455512565854e-05,1.1934800238080836e-05,2.7069911546839583e-06,5.050233767146898e-06,0.32167832167832167,0.5454545454545454,0.9265734265734266,0.6258741258741258,4,True,0.6048951048951049,Intermediate E2SFCA accessibility,False
1501204,Baião,3,118,-0.0742556377908454,False,False,0.0027,2.1932629028094165e-05,9.641912812128772e-06,0.0,4.4695086356367725e-06,0.13286713286713286,0.4755244755244755,0.24125874125874125,0.5874125874125874,4,True,0.35926573426573427,Lower E2SFCA accessibility quartile,False
1504422,Marituba,1,119,-0.0753738904891723,False,False,0.0,2.8950646168518387e-05,1.2301801430552972e-05,2.706991154683958e-06,5.050233767146899e-06,0.2517482517482518,0.5524475524475524,0.8951048951048951,0.6398601398601399,4,True,0.5847902097902098,Intermediate E2SFCA accessibility,False
1504976,Nova Ipixuna,3,120,-0.0754884563310106,False,False,0.0042,4.758994543242609e-05,4.22904508162057e-06,2.7304276122683573e-06,2.8619099814834425e-06,0.6083916083916084,0.32167832167832167,0.9475524475524476,0.3986013986013986,4,True,0.5690559440559441,Intermediate E2SFCA accessibility,False
1508308,Viseu,4,121,-0.0887833211730585,False,False,0.0002,2.808287456473976e-05,1.5200352036139977e-05,5.273937335692563e-08,2.797751749904637e-06,0.23076923076923078,0.6433566433566433,0.5034965034965035,0.3776223776223776,4,True,0.43881118881118886,Intermediate E2SFCA accessibility,False
1504703,Moju,3,122,-0.091752838962771,False,False,0.0025,2.380751869480452e-05,5.822307215017634e-06,1.627838998582218e-06,3.3179490428759022e-06,0.16783216783216784,0.36363636363636365,0.6853146853146853,0.45454545454545453,4,True,0.4178321678321678,Intermediate E2SFCA accessibility,False
1508407,Xinguara,1,123,-0.0928530029718143,False,False,0.0399,6.424110744377238e-05,2.4490579856666885e-05,1.4759068174423554e-07,1.2405093826774696e-05,0.8251748251748252,0.8181818181818182,0.5244755244755245,0.916083916083916,4,True,0.770979020979021,Higher E2SFCA accessibility quartile,False
1502152,Canaã dos Carajás,1,124,-0.0960717903693884,False,False,0.0345,3.363108253496799e-05,8.913901524909645e-06,0.0,7.442970874321996e-06,0.3706293706293706,0.44755244755244755,0.24125874125874125,0.8041958041958042,4,True,0.4659090909090909,Intermediate E2SFCA accessibility,False
1507904,Soure,3,125,-0.09977238095674,False,False,0.0236,8.28363154406892e-05,0.0,0.0,8.28363154406892e-05,0.8881118881118881,0.1048951048951049,0.24125874125874125,1.0,4,True,0.5585664335664335,Intermediate E2SFCA accessibility,False
1500958,Aurora do Pará,3,126,-0.1082999431200648,False,False,0.0003,4.354423425936943e-05,2.1641969843319344e-05,5.983005593554555e-07,7.306279125793233e-06,0.5244755244755245,0.7482517482517482,0.5594405594405595,0.7902097902097902,4,True,0.6555944055944056,Higher E2SFCA accessibility quartile,False
1508100,Tucuruí,1,127,-0.1225935481389837,False,False,0.0,2.601171112407765e-05,1.0246015185348613e-07,0.0,1.0286372613561551e-05,0.1958041958041958,0.2097902097902098,0.24125874125874125,0.8846153846153846,4,True,0.38286713286713286,Intermediate E2SFCA accessibility,False
1501709,Bragança,2,128,-0.1351588414266893,False,False,0.0,4.088215510354978e-05,1.6680822571802146e-05,4.793234779936459e-07,3.732453210659853e-06,0.46153846153846156,0.6783216783216783,0.5454545454545454,0.4825174825174825,4,True,0.541958041958042,Intermediate E2SFCA accessibility,False
1505403,Ourém,3,129,-0.1381144909587588,False,False,0.0,5.963000760721814e-05,2.466734841932367e-05,7.144257782009734e-07,4.019799595159271e-06,0.7622377622377622,0.8251748251748252,0.6293706293706294,0.5524475524475524,4,True,0.6923076923076923,Higher E2SFCA accessibility quartile,False
1505502,Paragominas,1,130,-0.1409699825658881,False,False,0.0,2.6950152183351364e-05,1.489183719824969e-05,0.0,6.491784309420813e-06,0.2097902097902098,0.6363636363636364,0.24125874125874125,0.7412587412587412,4,True,0.4571678321678322,Intermediate E2SFCA accessibility,False
1501600,Bonito,2,131,-0.1441011791330853,False,False,0.0,6.196703047427385e-05,2.7054324020371226e-05,1.4617040278129016e-06,5.425802472834642e-06,0.7832167832167832,0.8461538461538461,0.6783216783216783,0.6643356643356644,4,True,0.7430069930069929,Higher E2SFCA accessibility quartile,False
1500602,Altamira,1,132,-0.1679244234921958,False,False,0.0024,4.6862663185137184e-05,3.531640751429989e-05,0.0,1.1537067040950384e-05,0.5944055944055944,0.9020979020979021,0.24125874125874125,0.9020979020979021,4,True,0.659965034965035,Higher E2SFCA accessibility quartile,False
1501808,Breves,4,133,-0.169118657801423,False,False,0.0076,3.461764807698965e-05,3.461764807698965e-05,0.0,3.461764807698965e-05,0.3986013986013986,0.8951048951048951,0.24125874125874125,0.993006993006993,4,True,0.631993006993007,Higher E2SFCA accessibility quartile,False
1502202,Capanema,2,134,-0.1708556976146529,False,False,0.0,5.396433339685532e-05,2.40625484304268e-05,1.222352036084217e-06,4.98763877598178e-06,0.6993006993006993,0.7972027972027972,0.6643356643356644,0.6083916083916084,4,True,0.6923076923076923,Higher E2SFCA accessibility quartile,False
1506138,Redenção,1,135,-0.1993554131670623,False,False,0.0162,6.336885682463829e-05,1.4124356251308592e-05,0.0,8.696007023737568e-06,0.7972027972027972,0.6083916083916084,0.24125874125874125,0.8391608391608392,4,True,0.6215034965034965,Higher E2SFCA accessibility quartile,False
1503606,Itaituba,1,136,-0.2129422503747257,False,False,0.0,2.199163029724185e-05,0.0003347086502864,0.0,1.6835100312758212e-05,0.13986013986013987,1.0,0.24125874125874125,0.958041958041958,4,True,0.5847902097902098,Intermediate E2SFCA accessibility,False
1505536,Parauapebas,1,137,-0.218416175867727,False,False,0.0011,1.531525442084459e-05,3.5433919542152896e-06,2.457566318649128e-06,9.733575888669271e-06,0.055944055944055944,0.27972027972027974,0.7622377622377622,0.8601398601398601,4,True,0.4895104895104895,Intermediate E2SFCA accessibility,False
1504208,Marabá,1,138,-0.2292859485585374,False,False,0.0,5.149431474256331e-05,6.550981362753977e-06,2.6539262972783834e-06,5.650813080276938e-06,0.6713286713286714,0.3776223776223776,0.8321678321678322,0.6853146853146853,4,True,0.6416083916083917,Higher E2SFCA accessibility quartile,False
1500107,Abaetetuba,3,139,-0.2394316353136764,False,False,0.0,2.0815340865709038e-05,6.235858237871537e-06,2.609352503697559e-06,4.165374711316372e-06,0.11888111888111888,0.3706293706293706,0.7902097902097902,0.5734265734265734,4,True,0.4632867132867132,Intermediate E2SFCA accessibility,False
1501303,Barcarena,1,140,-0.2577716584308578,False,False,0.0,1.3296545835199218e-05,5.747098064949127e-06,2.6298057834573047e-06,4.141468254080687e-06,0.04195804195804196,0.35664335664335667,0.8041958041958042,0.5664335664335665,4,True,0.44230769230769235,Intermediate E2SFCA accessibility,False
1506807,Santarém,1,141,-0.2874133144108451,False,False,0.0,1.8921950034283888e-05,1.5394695193828057e-05,5.708970487647391e-06,5.708970487647391e-06,0.08391608391608392,0.6503496503496503,0.986013986013986,0.6923076923076923,4,True,0.6031468531468531,Intermediate E2SFCA accessibility,False
1500800,Ananindeua,1,142,-0.2985366866574054,False,False,0.0,2.5819687673042643e-05,1.1847583207981576e-05,2.706991154683958e-06,5.050233767146899e-06,0.1888111888111888,0.5384615384615384,0.8951048951048951,0.6398601398601399,4,True,0.5655594405594406,Intermediate E2SFCA accessibility,False
1502400,Castanhal,1,143,-0.303292891587662,False,False,0.0,5.389568345297933e-05,2.789361638209211e-05,2.706991154683958e-06,6.869930825295556e-06,0.6923076923076923,0.8741258741258742,0.8951048951048951,0.7692307692307693,4,True,0.8076923076923077,Higher E2SFCA accessibility quartile,False
1501402,Belém,1,144,-0.4074306957644368,False,False,0.0,2.3193977768577224e-05,9.99333640997355e-06,2.699880095909726e-06,4.733970052299793e-06,0.16083916083916083,0.4965034965034965,0.8531468531468531,0.6013986013986014,4,True,0.5279720279720279,Intermediate E2SFCA accessibility,False
