anchor_id,port_name,terminal_node_id,hydro_node_id,source_way_id,source_u,source_v,source_highway,source_oneway,source_junction,road_distance_m_reproduced,road_distance_m_audited,projection_fraction_u_to_v,source_length_m,source_travel_time_min,u_to_terminal_length_m,terminal_to_v_length_m,u_to_terminal_time_min,terminal_to_v_time_min,split_length_conservation_error_m,split_time_conservation_error_min,road_terminal_attachment_role,creates_connector_edge,zero_time_edge_created,cartographic_offset_interpreted_as_physical_travel,new_speed_assumption_used
antaq_pa_front1_27,Muaná,terminal:antaq_pa_front1_27,hydro_route_0076_node_005698,889493117,7759681190,5757111042,residential,,,0.8186286380912104,0.8186286380912104,0.2583578625672218,27.69321702320636,0.0415398255348095,7.154760357725796,20.538456665480563,0.010732140536588684,0.030807684998220813,0.0,0.0,structural_insertion_into_validated_primary_road_edge,False,False,False,False
antaq_pa_front1_65,Soure,terminal:antaq_pa_front1_65,hydro_route_0102_node_006305,38214511,723343307,723342879,residential,yes,,0.4520275942621369,0.4520275942621369,0.456112377642952,131.76373351036787,0.1976456002655518,60.0990697785262,71.66466373184167,0.0901486046677893,0.1074969955977625,0.0,0.0,structural_insertion_into_validated_primary_road_edge,False,False,False,False
antaq_pa_front1_25,Moju,terminal:antaq_pa_front1_25,hydro_route_0114_node_007239,475708587,5846708789,4694325830,residential,,,0.24807714725503605,0.248077147255036,0.255881378344624,33.5998922836152,0.0503998384254228,8.597586749762353,25.002305533852844,0.012896380124643529,0.037503458300779266,0.0,0.0,structural_insertion_into_validated_primary_road_edge,False,False,False,False
